,cap,County,Fully.Loaded.Tested.Heat.Rate.Btu.kWh...Modeled,ORIS_Plant_Code,Commercial.Online.Year,Online_Yr_OG,PlantType,Plant_Name,RetireYearGiven,Retire_Yr_OG,RetireYear,Scrub_Match,Scrubber_Efficiency,Scrubber_Online_Year,State_Name,UniqueID,Unit_ID,Wet/DryScrubber,pca,resource_region,tech,Retire_Age,NukeRetireBin,Nuke80RetireYear,Nuke60RetireYear,NukeEarlyRetireYear,NukeRefRetireYear,IsExistUnit,ct,ctt,wst,coolingwatertech,Plant.NAICS.Description,Commercial.Online.Year.Quarter
3642,24.3,Butler,14500,2917,1964,1964,O/G Steam,Hamilton (OH),False,9999.0,2100,,,,Ohio,2917_B_7,7,,p114,231,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1964-1
3643,32.0,Butler,14500,2917,1964,1964,O/G Steam,Hamilton (OH),False,9999.0,2100,,,,Ohio,2917_B_8,8,,p114,231,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1964-1
3644,51.0,Butler,14500,2917,1974,1974,O/G Steam,Hamilton (OH),False,9999.0,2100,,,,Ohio,2917_B_9,9,,p114,231,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1974-1
3645,1.8,Butler,14500,2917,1971,1971,O/G Steam,Hamilton (OH),False,9999.0,2100,,,,Ohio,2917_B_HRB,HRB,,p114,231,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1971-1
3646,12.0,Butler,25000,2917,1971,1971,Combustion Turbine,Hamilton (OH),False,9999.0,2100,,,,Ohio,2917_G_GT2,GT2,,p114,231,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1971-1
3647,14.0,Placer,0,292,1917,1917,Hydro,Wise,False,9999.0,2100,,,,California,292_G_1,1,,p9,24,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1917-1
3648,3.2,Placer,0,292,1986,1986,Hydro,Wise,False,9999.0,2100,,,,California,292_G_2,2,,p9,24,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1986-1
3649,5.0,Madera,0,293,1910,1910,Hydro,A G Wishon,False,9999.0,2100,,,,California,293_G_1,1,,p9,27,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1910-1
3650,5.0,Madera,0,293,1910,1910,Hydro,A G Wishon,False,9999.0,2100,,,,California,293_G_2,2,,p9,27,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1910-1
3651,5.0,Madera,0,293,1910,1910,Hydro,A G Wishon,False,9999.0,2100,,,,California,293_G_3,3,,p9,27,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1910-1
3652,5.0,Madera,0,293,1910,1910,Hydro,A G Wishon,False,9999.0,2100,,,,California,293_G_4,4,,p9,27,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1910-1
3653,1.0,Lorain,25000,2933,1948,1948,Combustion Turbine,Oberlin (OH),False,9999.0,2100,,,,Ohio,2933_G_1,1,,p111,234,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1948-1
3654,0.5,Lorain,18000,2933,1990,1990,Combustion Turbine,Oberlin (OH),False,9999.0,2100,,,,Ohio,2933_G_10,10,,p111,234,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1990-1
3655,3.1,Lorain,18000,2933,2001,2001,Combustion Turbine,Oberlin (OH),False,9999.0,2100,,,,Ohio,2933_G_2A,2A,,p111,234,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2001-1
3656,3.1,Lorain,18000,2933,2001,2001,Combustion Turbine,Oberlin (OH),False,9999.0,2100,,,,Ohio,2933_G_3A,3A,,p111,234,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2001-1
3657,2.0,Lorain,25000,2933,1958,1958,Combustion Turbine,Oberlin (OH),False,9999.0,2100,,,,Ohio,2933_G_6,6,,p111,234,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1958-1
3658,2.7,Lorain,25000,2933,1961,1961,Combustion Turbine,Oberlin (OH),False,9999.0,2100,,,,Ohio,2933_G_7,7,,p111,234,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1961-1
3659,3.0,Lorain,25000,2933,1966,1966,Combustion Turbine,Oberlin (OH),False,9999.0,2100,,,,Ohio,2933_G_8,8,,p111,234,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1966-1
3660,0.4,Lorain,18000,2933,1990,1990,Combustion Turbine,Oberlin (OH),False,9999.0,2100,,,,Ohio,2933_G_9,9,,p111,234,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1990-1
3661,2.1,Lorain,18000,2933,1996,1996,Combustion Turbine,Oberlin (OH),False,9999.0,2100,,,,Ohio,2933_G_IC4,IC4,,p111,234,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1996-1
3662,6.7,Wayne,14500,2935,1951,1951,Coal Steam,Orrville,False,9999.0,2100,,,,Ohio,2935_B_10,10,,p112,235,CoalOldUns,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1951-1
3663,6.7,Wayne,14500,2935,1956,1956,Coal Steam,Orrville,False,9999.0,2100,,,,Ohio,2935_B_11,11,,p112,235,CoalOldUns,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1956-1
3664,30.0,Wayne,14500,2935,1963,1963,Coal Steam,Orrville,False,9999.0,2100,,,,Ohio,2935_B_12,12,,p112,235,CoalOldUns,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1963-1
3665,23.0,Wayne,14500,2935,1969,1969,Coal Steam,Orrville,False,9999.0,2100,,,,Ohio,2935_B_13,13,,p112,235,CoalOldUns,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1969-1
3666,9.8,Lake,14303,2936,1954,1954,Coal Steam,Painesville,False,9999.0,2100,,,,Ohio,2936_B_3,3,,p111,234,CoalOldUns,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1954-1
3667,18.6,Lake,14376,2936,1954,1954,Coal Steam,Painesville,False,9999.0,2100,,,,Ohio,2936_B_4,4,,p111,234,CoalOldUns,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1954-1
3668,18.6,Lake,14500,2936,1954,1954,Coal Steam,Painesville,False,9999.0,2100,,,,Ohio,2936_B_5,5,,p111,234,CoalOldUns,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1954-1
3669,1.8,Lake,13374,2936,2010,2010,Combustion Turbine,Painesville,False,9999.0,2100,,,,Ohio,2936_G_WPCP1,WPCP1,,p111,234,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2010-1
3670,16.5,Miami,25000,2937,1989,1989,Combustion Turbine,Piqua Power Plant,False,9999.0,2100,,,,Ohio,2937_G_11,11,,p113,230,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1989-1
3671,20.0,Miami,25000,2937,1972,1972,Combustion Turbine,Piqua Power Plant,False,9999.0,2100,,,,Ohio,2937_G_8,8,,p113,230,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1972-1
3672,14.0,Siskiyou,0,294,1918,1918,Hydro,Copco 1,False,9999.0,2100,,,,California,294_G_1,1,,p8,21,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1918-1
3673,14.0,Siskiyou,0,294,1918,1918,Hydro,Copco 1,False,9999.0,2100,,,,California,294_G_2,2,,p8,21,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1918-1
3674,12.0,Auglaize,25000,2942,1992,1992,Combustion Turbine,St Marys,False,9999.0,2100,,,,Ohio,2942_G_7,7,,p112,228,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1992-1
3675,10.4,Auglaize,25000,2942,1999,1999,Combustion Turbine,St Marys,False,9999.0,2100,,,,Ohio,2942_G_GT1,GT1,,p112,228,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1999-1
3676,1.2,Monroe,15627,2945,1983,1983,Combustion Turbine,Anadarko,False,9999.0,2100,,,,Ohio,2945_G_10,10,,p112,235,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1983-1
3677,1.2,Monroe,15627,2945,1983,1983,Combustion Turbine,Anadarko,False,9999.0,2100,,,,Ohio,2945_G_11,11,,p112,235,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1983-1
3678,0.6,Monroe,15761,2945,1949,1949,Combustion Turbine,Anadarko,False,9999.0,2100,,,,Ohio,2945_G_6,6,,p112,235,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1949-1
3679,1.2,Monroe,15627,2945,1957,1957,Combustion Turbine,Anadarko,False,9999.0,2100,,,,Ohio,2945_G_7,7,,p112,235,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1957-1
3680,1.5,Monroe,15761,2945,1965,1965,Combustion Turbine,Anadarko,False,9999.0,2100,,,,Ohio,2945_G_8,8,,p112,235,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1965-1
3681,2.1,Monroe,15820,2945,1971,1971,Combustion Turbine,Anadarko,False,9999.0,2100,,,,Ohio,2945_G_9,9,,p112,235,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1971-1
3682,17.0,Siskiyou,0,295,1925,1925,Hydro,Copco 2,False,9999.0,2100,,,,California,295_G_1,1,,p8,21,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1925-1
3683,17.0,Siskiyou,0,295,1925,1925,Hydro,Copco 2,False,9999.0,2100,,,,California,295_G_2,2,,p8,21,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1925-1
3684,167.0,Oklahoma,10715,2951,1958,1958,O/G Steam,Horseshoe Lake,False,9999.0,2100,,,,Oklahoma,2951_B_6,6,,p50,156,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1958-1
3685,214.0,Oklahoma,11232,2951,1963,1963,O/G Steam,Horseshoe Lake,False,9999.0,2100,,,,Oklahoma,2951_B_7,7,,p50,156,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1963-1
3686,404.0,Oklahoma,10677,2951,1969,1969,O/G Steam,Horseshoe Lake,False,9999.0,2100,,,,Oklahoma,2951_B_8,8,,p50,156,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1969-1
3687,45.5,Oklahoma,16581,2951,2001,2001,Combustion Turbine,Horseshoe Lake,False,9999.0,2100,,,,Oklahoma,2951_G_10,10,,p50,156,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2001-1
3688,45.5,Oklahoma,10745,2951,2001,2001,Combustion Turbine,Horseshoe Lake,False,9999.0,2100,,,,Oklahoma,2951_G_9,9,,p50,156,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2001-1
3689,508.0,Muskogee,11000,2952,1977,1977,O/G Steam,Muskogee,False,9999.0,2100,,,,Oklahoma,2952_B_4,4,,p51,157,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1977-1
3690,496.0,Muskogee,10999,2952,1978,1978,O/G Steam,Muskogee,False,9999.0,2100,,,,Oklahoma,2952_B_5,5,,p51,157,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1978-1
3691,522.0,Muskogee,10912,2952,1984,1984,Coal Steam,Muskogee,False,9999.0,2100,,,,Oklahoma,2952_B_6,6,,p51,157,CoalOldUns,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1984-1
3692,57.0,Canadian,9750,2953,2018,2018,Combustion Turbine,Mustang,False,9999.0,2100,,,,Oklahoma,2953_G_GT1,GT1,,p50,156,gas-CT,9999.0,,2100,2100,2100,2100,False,none,none,none,none,Utilities,2018-1
3693,57.0,Canadian,9750,2953,2018,2018,Combustion Turbine,Mustang,False,9999.0,2100,,,,Oklahoma,2953_G_GT2,GT2,,p50,156,gas-CT,9999.0,,2100,2100,2100,2100,False,none,none,none,none,Utilities,2018-1
3694,57.0,Canadian,9750,2953,2018,2018,Combustion Turbine,Mustang,False,9999.0,2100,,,,Oklahoma,2953_G_GT3,GT3,,p50,156,gas-CT,9999.0,,2100,2100,2100,2100,False,none,none,none,none,Utilities,2018-1
3695,57.0,Canadian,9750,2953,2018,2018,Combustion Turbine,Mustang,False,9999.0,2100,,,,Oklahoma,2953_G_GT4,GT4,,p50,156,gas-CT,9999.0,,2100,2100,2100,2100,False,none,none,none,none,Utilities,2018-1
3696,57.0,Canadian,9750,2953,2018,2018,Combustion Turbine,Mustang,False,9999.0,2100,,,,Oklahoma,2953_G_GT5,GT5,,p50,156,gas-CT,9999.0,,2100,2100,2100,2100,False,none,none,none,none,Utilities,2018-1
3697,57.0,Canadian,9750,2953,2018,2018,Combustion Turbine,Mustang,False,9999.0,2100,,,,Oklahoma,2953_G_GT6,GT6,,p50,156,gas-CT,9999.0,,2100,2100,2100,2100,False,none,none,none,none,Utilities,2018-1
3698,57.0,Canadian,9750,2953,2018,2018,Combustion Turbine,Mustang,False,9999.0,2100,,,,Oklahoma,2953_G_GT7,GT7,,p50,156,gas-CT,9999.0,,2100,2100,2100,2100,False,none,none,none,none,Utilities,2018-1
3699,2.5,Canadian,0,2953,2015,2015,Solar PV,Mustang,False,9999.0,2100,,,,Oklahoma,2953_G_SLR1,SLR1,,p50,156,DUPV,9999.0,,2100,2100,2100,2100,False,none,none,none,none,Utilities,2015-1
3700,448.0,Seminole,10632,2956,1971,1971,O/G Steam,Seminole (OK),False,9999.0,2100,,,,Oklahoma,2956_B_1,1,,p50,158,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1971-1
3701,426.0,Seminole,10471,2956,1973,1973,O/G Steam,Seminole (OK),False,9999.0,2100,,,,Oklahoma,2956_B_2,2,,p50,158,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1973-1
3702,470.0,Seminole,10736,2956,1975,1975,O/G Steam,Seminole (OK),False,9999.0,2100,,,,Oklahoma,2956_B_3,3,,p50,158,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1975-1
3703,0.4,Siskiyou,0,296,1903,1903,Hydro,Fall Creek,False,9999.0,2100,,,,California,296_G_1,1,,p8,21,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1903-1
3704,0.4,Siskiyou,0,296,1907,1907,Hydro,Fall Creek,False,9999.0,2100,,,,California,296_G_2,2,,p8,21,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1907-1
3705,1.1,Siskiyou,0,296,1910,1910,Hydro,Fall Creek,False,9999.0,2100,,,,California,296_G_3,3,,p8,21,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1910-1
3706,462.0,Rogers,10201,2963,1970,1970,O/G Steam,Northeastern,False,9999.0,2100,,,,Oklahoma,2963_B_3302,3302,,p51,157,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1970-1
3707,460.0,Rogers,10315,2963,1979,1979,Coal Steam,Northeastern,True,2026.0,2026,,0.5,,Oklahoma,2963_B_3313,3313,,p51,157,CoalOldUns,47.0,,2026,2026,2026,2026,True,none,none,none,none,Utilities,1979-1
3708,146.0,Rogers,8045,2963,1961,1961,Combined Cycle,Northeastern,False,9999.0,2100,,,,Oklahoma,2963_G_1,1,,p51,157,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1961-1
3709,149.0,Rogers,8045,2963,2001,2001,Combined Cycle,Northeastern,False,9999.0,2100,,,,Oklahoma,2963_G_1A,1A,,p51,157,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2001-1
3710,149.0,Rogers,8045,2963,2001,2001,Combined Cycle,Northeastern,False,9999.0,2100,,,,Oklahoma,2963_G_1B,1B,,p51,157,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2001-1
3711,4.0,Rogers,12822,2963,1980,1980,Combustion Turbine,Northeastern,False,9999.0,2100,,,,Oklahoma,2963_G_IC1,IC1,,p51,157,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1980-1
3712,78.0,Caddo,13876,2964,1954,1954,O/G Steam,Southwestern,False,9999.0,2100,,,,Oklahoma,2964_B_8002,8002,,p50,154,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1954-1
3713,295.0,Caddo,13041,2964,1967,1967,O/G Steam,Southwestern,False,9999.0,2100,,,,Oklahoma,2964_B_8003,8003,,p50,154,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1967-1
3714,39.0,Caddo,13074,2964,1952,1952,O/G Steam,Southwestern,False,9999.0,2100,,,,Oklahoma,2964_B_801N,801N,,p50,154,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1952-1
3715,39.0,Caddo,13074,2964,1952,1952,O/G Steam,Southwestern,False,9999.0,2100,,,,Oklahoma,2964_B_801S,801S,,p50,154,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1952-1
3716,76.0,Caddo,12586,2964,2008,2008,Combustion Turbine,Southwestern,False,9999.0,2100,,,,Oklahoma,2964_G_4,4,,p50,154,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2008-1
3717,76.0,Caddo,12586,2964,2008,2008,Combustion Turbine,Southwestern,False,9999.0,2100,,,,Oklahoma,2964_G_5,5,,p50,154,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2008-1
3718,150.0,Tulsa,14500,2965,1956,1956,O/G Steam,Tulsa,False,9999.0,2100,,,,Oklahoma,2965_B_1402,1402,,p51,157,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1956-1
3719,155.0,Tulsa,14500,2965,1958,1958,O/G Steam,Tulsa,False,9999.0,2100,,,,Oklahoma,2965_B_1404,1404,,p51,157,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1958-1
3720,8.3,Tulsa,12822,2965,1967,1967,Combustion Turbine,Tulsa,False,9999.0,2100,,,,Oklahoma,2965_G_IC1,IC1,,p51,157,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1967-1
3721,55.0,Okfuskee,13867,2966,1975,1975,Combustion Turbine,Weleetka,False,9999.0,2100,,,,Oklahoma,2966_G_4,4,,p50,158,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1975-1
3722,53.0,Okfuskee,13867,2966,1976,1976,Combustion Turbine,Weleetka,False,9999.0,2100,,,,Oklahoma,2966_G_5,5,,p50,158,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1976-1
3723,4.0,Okfuskee,12822,2966,1963,1963,Combustion Turbine,Weleetka,False,9999.0,2100,,,,Oklahoma,2966_G_IC1,IC1,,p50,158,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1963-1
3724,18.8,Siskiyou,0,297,1962,1962,Hydro,Iron Gate,False,9999.0,2100,,,,California,297_G_1,1,,p8,21,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1962-1
3725,1.8,Payne,12448,2975,1956,1956,Combustion Turbine,Cushing,False,9999.0,2100,,,,Oklahoma,2975_G_1,1,,p50,155,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1956-1
3726,4.0,Payne,12449,2975,1972,1972,Combustion Turbine,Cushing,False,9999.0,2100,,,,Oklahoma,2975_G_10,10,,p50,155,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1972-1
3727,6.3,Payne,12482,2975,1988,1988,Combustion Turbine,Cushing,False,9999.0,2100,,,,Oklahoma,2975_G_11,11,,p50,155,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1988-1
3728,0.8,Payne,12460,2975,1949,1949,Combustion Turbine,Cushing,False,9999.0,2100,,,,Oklahoma,2975_G_2,2,,p50,155,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1949-1
3729,0.4,Payne,12434,2975,1936,1936,Combustion Turbine,Cushing,False,9999.0,2100,,,,Oklahoma,2975_G_3,3,,p50,155,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1936-1
3730,0.4,Payne,12434,2975,1936,1936,Combustion Turbine,Cushing,False,9999.0,2100,,,,Oklahoma,2975_G_4,4,,p50,155,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1936-1
3731,0.4,Payne,12434,2975,1936,1936,Combustion Turbine,Cushing,False,9999.0,2100,,,,Oklahoma,2975_G_5,5,,p50,155,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1936-1
3732,0.6,Payne,12425,2975,1939,1939,Combustion Turbine,Cushing,False,9999.0,2100,,,,Oklahoma,2975_G_6,6,,p50,155,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1939-1
3733,1.9,Payne,12462,2975,1956,1956,Combustion Turbine,Cushing,False,9999.0,2100,,,,Oklahoma,2975_G_7,7,,p50,155,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1956-1
3734,1.9,Payne,12462,2975,1956,1956,Combustion Turbine,Cushing,False,9999.0,2100,,,,Oklahoma,2975_G_8,8,,p50,155,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1956-1
3735,2.7,Payne,12450,2975,1965,1965,Combustion Turbine,Cushing,False,9999.0,2100,,,,Oklahoma,2975_G_9,9,,p50,155,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1965-1
3736,32.0,Mayes,0,2980,1964,1964,Hydro,Markham,False,9999.0,2100,,,,Oklahoma,2980_G_1,1,,p51,157,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1964-1
3737,32.0,Mayes,0,2980,1964,1964,Hydro,Markham,False,9999.0,2100,,,,Oklahoma,2980_G_2,2,,p51,157,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1964-1
3738,32.0,Mayes,0,2980,1964,1964,Hydro,Markham,False,9999.0,2100,,,,Oklahoma,2980_G_3,3,,p51,157,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1964-1
3739,32.0,Mayes,0,2980,1964,1964,Hydro,Markham,False,9999.0,2100,,,,Oklahoma,2980_G_4,4,,p51,157,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1964-1
3740,21.0,Mayes,0,2981,1940,1940,Hydro,Pensacola,False,9999.0,2100,,,,Oklahoma,2981_G_1,1,,p51,157,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1940-1
3741,21.0,Mayes,0,2981,1940,1940,Hydro,Pensacola,False,9999.0,2100,,,,Oklahoma,2981_G_2,2,,p51,157,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1940-1
3742,21.0,Mayes,0,2981,1940,1940,Hydro,Pensacola,False,9999.0,2100,,,,Oklahoma,2981_G_3,3,,p51,157,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1940-1
3743,21.0,Mayes,0,2981,1940,1940,Hydro,Pensacola,False,9999.0,2100,,,,Oklahoma,2981_G_4,4,,p51,157,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1940-1
3744,21.0,Mayes,0,2981,1946,1946,Hydro,Pensacola,False,9999.0,2100,,,,Oklahoma,2981_G_5,5,,p51,157,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1946-1
3745,21.0,Mayes,0,2981,1946,1946,Hydro,Pensacola,False,9999.0,2100,,,,Oklahoma,2981_G_6,6,,p51,157,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1946-1
3746,43.0,Mayes,0,2982,1968,1968,Pumped Storage,Salina,False,9999.0,2100,,,,Oklahoma,2982_G_1,1,,p51,157,pumped-hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1968-1
3747,43.0,Mayes,0,2982,1968,1968,Pumped Storage,Salina,False,9999.0,2100,,,,Oklahoma,2982_G_2,2,,p51,157,pumped-hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1968-1
3748,43.0,Mayes,0,2982,1968,1968,Pumped Storage,Salina,False,9999.0,2100,,,,Oklahoma,2982_G_3,3,,p51,157,pumped-hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1968-1
3749,43.0,Mayes,0,2982,1971,1971,Pumped Storage,Salina,False,9999.0,2100,,,,Oklahoma,2982_G_4,4,,p51,157,pumped-hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1971-1
3750,43.0,Mayes,0,2982,1971,1971,Pumped Storage,Salina,False,9999.0,2100,,,,Oklahoma,2982_G_5,5,,p51,157,pumped-hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1971-1
3751,43.0,Mayes,0,2982,1971,1971,Pumped Storage,Salina,False,9999.0,2100,,,,Oklahoma,2982_G_6,6,,p51,157,pumped-hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1971-1
3752,40.0,Tulsa,0,2984,1968,1968,Hydro,Keystone Dam,False,9999.0,2100,,,,Oklahoma,2984_G_1,1,,p51,157,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1968-1
3753,40.0,Tulsa,0,2984,1968,1968,Hydro,Keystone Dam,False,9999.0,2100,,,,Oklahoma,2984_G_2,2,,p51,157,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1968-1
3754,65.6,Sequoyah,0,2985,1971,1971,Hydro,Robert S Kerr,False,9999.0,2100,,,,Oklahoma,2985_G_1,1,,p50,158,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1971-1
3755,65.6,Sequoyah,0,2985,1971,1971,Hydro,Robert S Kerr,False,9999.0,2100,,,,Oklahoma,2985_G_2,2,,p50,158,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1971-1
3756,31.6,Sequoyah,0,2985,1971,1971,Hydro,Robert S Kerr,False,9999.0,2100,,,,Oklahoma,2985_G_3,3,,p50,158,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1971-1
3757,20.0,Sequoyah,0,2985,1971,1971,Hydro,Robert S Kerr,False,9999.0,2100,,,,Oklahoma,2985_G_4,4,,p50,158,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1971-1
3758,2.9,Kingfisher,11649,2986,1965,1965,Combustion Turbine,Kingfisher,False,9999.0,2100,,,,Oklahoma,2986_G_3,3,,p50,156,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1965-1
3759,1.2,Kingfisher,11653,2986,1959,1959,Combustion Turbine,Kingfisher,False,9999.0,2100,,,,Oklahoma,2986_G_4,4,,p50,156,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1959-1
