,cap,County,Fully.Loaded.Tested.Heat.Rate.Btu.kWh...Modeled,ORIS_Plant_Code,Commercial.Online.Year,Online_Yr_OG,PlantType,Plant_Name,RetireYearGiven,Retire_Yr_OG,RetireYear,Scrub_Match,Scrubber_Efficiency,Scrubber_Online_Year,State_Name,UniqueID,Unit_ID,Wet/DryScrubber,pca,resource_region,tech,Retire_Age,NukeRetireBin,Nuke80RetireYear,Nuke60RetireYear,NukeEarlyRetireYear,NukeRefRetireYear,IsExistUnit,ct,ctt,wst,coolingwatertech,Plant.NAICS.Description,Commercial.Online.Year.Quarter
25,80.0,Vermillion,13800,1001,1993,1993,Combustion Turbine,Cayuga,False,9999.0,2100,,,,Indiana,1001_G_4,4,,p105,221,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1993-1
26,16.8,Hennepin,19550,10013,1989,1989,Municipal Solid Waste,Covanta Hennepin Energy,False,9999.0,2100,,0.95,1989.0,Minnesota,10013_B_1,1,Dry Scrubber,p43,127,lfill-gas,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1989-1
27,16.8,Hennepin,19550,10013,1989,1989,Municipal Solid Waste,Covanta Hennepin Energy,False,9999.0,2100,,0.95,1989.0,Minnesota,10013_B_2,2,Dry Scrubber,p43,127,lfill-gas,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1989-1
28,36.2,Ada,0,10014,1988,1988,Hydro,Lucky Peak Power Plant Project,False,9999.0,2100,,,,Idaho,10014_G_U131,U131,,p15,44,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1988-1
29,36.2,Ada,0,10014,1988,1988,Hydro,Lucky Peak Power Plant Project,False,9999.0,2100,,,,Idaho,10014_G_U132,U132,,p15,44,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1988-1
30,10.6,Ada,0,10014,1988,1988,Hydro,Lucky Peak Power Plant Project,False,9999.0,2100,,,,Idaho,10014_G_U133,U133,,p15,44,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1988-1
31,10.0,Lyon,9771,10018,2006,2006,Geothermal,Desert Peak Power Plant,False,9999.0,2100,,,,Nevada,10018_G_GEN2,GEN2,,p12,34,geothermal,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2006-1
32,7.5,Lyon,9771,10018,2006,2006,Geothermal,Desert Peak Power Plant,False,9999.0,2100,,,,Nevada,10018_G_OEC2,OEC2,,p12,34,geothermal,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2006-1
33,27.0,Monroe,10428,10025,1964,1964,O/G Steam,"RED-Rochester, LLC",False,9999.0,2100,,,,New York,10025_B_41,41,,p127,334,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1964-1
34,27.0,Monroe,10428,10025,1968,1968,O/G Steam,"RED-Rochester, LLC",False,9999.0,2100,,,,New York,10025_B_42,42,,p127,334,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1968-1
35,37.0,Monroe,10428,10025,1969,1969,O/G Steam,"RED-Rochester, LLC",False,9999.0,2100,,,,New York,10025_B_43,43,,p127,334,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1969-1
36,37.0,Monroe,10428,10025,1987,1987,O/G Steam,"RED-Rochester, LLC",False,9999.0,2100,,,,New York,10025_B_44,44,,p127,334,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1987-1
37,0.54,Monroe,11907,10025,1966,1966,O/G Steam,"RED-Rochester, LLC",False,9999.0,2100,,,,New York,10025_B_PB1,PB1,,p127,334,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1966-1
38,0.54,Monroe,11907,10025,1966,1966,O/G Steam,"RED-Rochester, LLC",False,9999.0,2100,,,,New York,10025_B_PB2,PB2,,p127,334,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1966-1
39,0.54,Monroe,11907,10025,1966,1966,O/G Steam,"RED-Rochester, LLC",False,9999.0,2100,,,,New York,10025_B_PB3,PB3,,p127,334,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1966-1
40,0.54,Monroe,11907,10025,1966,1966,O/G Steam,"RED-Rochester, LLC",False,9999.0,2100,,,,New York,10025_B_PB4,PB4,,p127,334,o-g-s,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1966-1
41,2.2,Monroe,8752,10025,2015,2015,O/G Steam,"RED-Rochester, LLC",False,9999.0,2100,,,,New York,10025_G_75TG,75TG,,p127,334,o-g-s,9999.0,,2100,2100,2100,2100,False,none,none,none,none,Utilities,2015-1
42,0.4,Monroe,0,10025,1957,1957,Hydro,"RED-Rochester, LLC",False,9999.0,2100,,,,New York,10025_G_KPR1,KPR1,,p127,334,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1957-1
43,2.3,Teton,0,10028,1985,1985,Hydro,Felt Hydroelectric Plant,False,9999.0,2100,,,,Idaho,10028_G_GEN1,GEN1,,p16,47,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1985-1
44,2.3,Teton,0,10028,1985,1985,Hydro,Felt Hydroelectric Plant,False,9999.0,2100,,,,Idaho,10028_G_GEN2,GEN2,,p16,47,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1985-1
45,0.8,Teton,0,10028,1986,1986,Hydro,Felt Hydroelectric Plant,False,9999.0,2100,,,,Idaho,10028_G_GEN3,GEN3,,p16,47,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1986-1
46,0.5,Teton,0,10028,1986,1986,Hydro,Felt Hydroelectric Plant,False,9999.0,2100,,,,Idaho,10028_G_GEN4,GEN4,,p16,47,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1986-1
47,16.0,Kent,8313,10030,1985,1985,Combined Cycle,NRG Energy Center Dover,False,9999.0,2100,,,,Delaware,10030_G_COG1,COG1,,p125,318,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1985-1
48,44.0,Kent,8313,10030,2001,2001,Combined Cycle,NRG Energy Center Dover,False,9999.0,2100,,,,Delaware,10030_G_KD-1,KD-1,,p125,318,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2001-1
49,44.0,Kent,10745,10030,2001,2001,Combustion Turbine,NRG Energy Center Dover,False,9999.0,2100,,,,Delaware,10030_G_KD-2,KD-2,,p125,318,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2001-1
50,85.0,Santa Clara,8375,10034,1987,1987,Combined Cycle,Gilroy Power Plant,False,9999.0,2100,,,,California,10034_G_GEN1,GEN1,,p9,25,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1987-1
51,30.0,Santa Clara,8375,10034,1987,1987,Combined Cycle,Gilroy Power Plant,False,9999.0,2100,,,,California,10034_G_GEN2,GEN2,,p9,25,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1987-1
52,0.6,Hillsborough,0,10036,1989,1989,Hydro,Hillsborough Hosiery,False,9999.0,2100,,,,New Hampshire,10036_G_GEN1,GEN1,,p130,354,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1989-1
53,0.6,Hillsborough,0,10036,1989,1989,Hydro,Hillsborough Hosiery,False,9999.0,2100,,,,New Hampshire,10036_G_GEN2,GEN2,,p130,354,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1989-1
54,175.0,Knox,11444,1004,2013,2013,IGCC,Edwardsport,False,9999.0,2100,,0.95,,Indiana,1004_G_CT1,CT1,,p107,224,coal-IGCC,9999.0,,2100,2100,2100,2100,False,none,none,none,none,Utilities,2013-1
55,175.0,Knox,11444,1004,2013,2013,IGCC,Edwardsport,False,9999.0,2100,,0.95,,Indiana,1004_G_CT2,CT2,,p107,224,coal-IGCC,9999.0,,2100,2100,2100,2100,False,none,none,none,none,Utilities,2013-1
56,245.0,Knox,11444,1004,2013,2013,IGCC,Edwardsport,False,9999.0,2100,,0.95,,Indiana,1004_G_ST,ST,,p107,224,coal-IGCC,9999.0,,2100,2100,2100,2100,False,none,none,none,none,Utilities,2013-1
57,0.3,Twin Falls,0,10049,1984,1984,Hydro,Little Mac Project,False,9999.0,2100,,,,Idaho,10049_G_1,1,,p16,46,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1984-1
58,0.4,Twin Falls,0,10049,1984,1984,Hydro,Little Mac Project,False,9999.0,2100,,,,Idaho,10049_G_2,2,,p16,46,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1984-1
59,0.4,Twin Falls,0,10049,1984,1984,Hydro,Little Mac Project,False,9999.0,2100,,,,Idaho,10049_G_3,3,,p16,46,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1984-1
60,0.4,Twin Falls,0,10049,1984,1984,Hydro,Little Mac Project,False,9999.0,2100,,,,Idaho,10049_G_4,4,,p16,46,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1984-1
61,15.0,Switzerland,0,1005,1967,1967,Hydro,Markland,False,9999.0,2100,,,,Indiana,1005_G_1,1,,p107,224,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1967-1
62,15.0,Switzerland,0,1005,1967,1967,Hydro,Markland,False,9999.0,2100,,,,Indiana,1005_G_2,2,,p107,224,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1967-1
63,15.0,Switzerland,0,1005,1967,1967,Hydro,Markland,False,9999.0,2100,,,,Indiana,1005_G_3,3,,p107,224,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1967-1
64,0.6,Chatham,0,10051,1985,1985,Hydro,Lockville Hydropower,False,9999.0,2100,,,,North Carolina,10051_G_GEN1,GEN1,,p98,291,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1985-1
65,0.6,Chatham,0,10051,1985,1985,Hydro,Lockville Hydropower,False,9999.0,2100,,,,North Carolina,10051_G_GEN2,GEN2,,p98,291,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1985-1
66,16.0,Humboldt,17439,10052,1986,1986,Biomass,Fairhaven Power,False,9999.0,2100,,,,California,10052_B_BLR1,BLR1,,p9,20,biopower,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1986-1
67,10.0,Warren,9436,10061,1989,1989,Combined Cycle,MARS Chocolate North American LLC,False,9999.0,2100,,,,New Jersey,10061_G_GEN1,GEN1,,p126,328,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1989-1
68,0.7,Warren,9436,10061,1984,1984,Combined Cycle,MARS Chocolate North American LLC,False,9999.0,2100,,,,New Jersey,10061_G_GEN2,GEN2,,p126,328,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1984-1
69,17.9,Miami Dade,25797,10062,1983,1983,Municipal Solid Waste,Miami Dade County Resource Recovery Fac,False,9999.0,2100,,0.389,2000.0,Florida,10062_B_BLR1,BLR1,Dry Scrubber,p102,313,lfill-gas,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1983-1
70,17.9,Miami Dade,25797,10062,1983,1983,Municipal Solid Waste,Miami Dade County Resource Recovery Fac,False,9999.0,2100,,0.7709999999999999,2000.0,Florida,10062_B_BLR2,BLR2,Dry Scrubber,p102,313,lfill-gas,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1983-1
71,17.9,Miami Dade,25797,10062,1983,1983,Municipal Solid Waste,Miami Dade County Resource Recovery Fac,False,9999.0,2100,,0.69,2000.0,Florida,10062_B_BLR3,BLR3,Dry Scrubber,p102,313,lfill-gas,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1983-1
72,17.9,Miami Dade,25797,10062,1983,1983,Municipal Solid Waste,Miami Dade County Resource Recovery Fac,False,9999.0,2100,,0.8690000000000001,2000.0,Florida,10062_B_BLR4,BLR4,Dry Scrubber,p102,313,lfill-gas,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1983-1
73,4.0,Fairfield,0,10063,1989,1989,Hydro,Derby Hydro,False,9999.0,2100,,,,Connecticut,10063_G_GEN1,GEN1,,p132,344,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1989-1
74,4.0,Fairfield,0,10063,1989,1989,Hydro,Derby Hydro,False,9999.0,2100,,,,Connecticut,10063_G_GEN2,GEN2,,p132,344,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1989-1
75,0.3,Fairfield,0,10063,1989,1989,Hydro,Derby Hydro,False,9999.0,2100,,,,Connecticut,10063_G_GEN3,GEN3,,p132,344,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1989-1
76,0.3,Fairfield,0,10063,1989,1989,Hydro,Derby Hydro,False,9999.0,2100,,,,Connecticut,10063_G_GEN4,GEN4,,p132,344,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1989-1
77,0.7,Kennebec,0,10066,1985,1985,Hydro,Lockwood Hydroelectric Facility,False,9999.0,2100,,,,Maine,10066_G_GEN1,GEN1,,p134,356,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1985-1
78,0.7,Kennebec,0,10066,1985,1985,Hydro,Lockwood Hydroelectric Facility,False,9999.0,2100,,,,Maine,10066_G_GEN2,GEN2,,p134,356,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1985-1
79,0.7,Kennebec,0,10066,1985,1985,Hydro,Lockwood Hydroelectric Facility,False,9999.0,2100,,,,Maine,10066_G_GEN3,GEN3,,p134,356,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1985-1
80,0.7,Kennebec,0,10066,1985,1985,Hydro,Lockwood Hydroelectric Facility,False,9999.0,2100,,,,Maine,10066_G_GEN4,GEN4,,p134,356,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1985-1
81,0.7,Kennebec,0,10066,1985,1985,Hydro,Lockwood Hydroelectric Facility,False,9999.0,2100,,,,Maine,10066_G_GEN5,GEN5,,p134,356,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1985-1
82,0.7,Kennebec,0,10066,1985,1985,Hydro,Lockwood Hydroelectric Facility,False,9999.0,2100,,,,Maine,10066_G_GEN6,GEN6,,p134,356,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1985-1
83,2.2,Kennebec,0,10066,1988,1988,Hydro,Lockwood Hydroelectric Facility,False,9999.0,2100,,,,Maine,10066_G_GEN7,GEN7,,p134,356,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1988-1
84,43.0,Hamilton,9102,1007,1950,1950,Combined Cycle,Noblesville,False,9999.0,2100,,,,Indiana,1007_G_1,1,,p106,223,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1950-1
85,44.0,Hamilton,9102,1007,1950,1950,Combined Cycle,Noblesville,False,9999.0,2100,,,,Indiana,1007_G_2,2,,p106,223,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1950-1
86,59.0,Hamilton,9102,1007,2003,2003,Combined Cycle,Noblesville,False,9999.0,2100,,,,Indiana,1007_G_3,3,,p106,223,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2003-1
87,60.0,Hamilton,9102,1007,2003,2003,Combined Cycle,Noblesville,False,9999.0,2100,,,,Indiana,1007_G_4,4,,p106,223,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2003-1
88,58.0,Hamilton,9102,1007,2003,2003,Combined Cycle,Noblesville,False,9999.0,2100,,,,Indiana,1007_G_5,5,,p106,223,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2003-1
89,3.1,Douglas,0,10070,1985,1985,Hydro,Foothills Hydro Plant,False,9999.0,2100,,,,Colorado,10070_G_GEN1,GEN1,,p33,82,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1985-1
90,79.0,Cook,11469,10075,1957,1957,Coal Steam,Taconite Harbor Energy Center,True,9999.0,2008,Unscrb,,,Minnesota,10075_B_1,1,,p43,125,CoalOldUns,51.0,,2008,2008,2008,2008,True,none,none,none,none,Utilities,1957-1
91,76.0,Cook,11507,10075,1957,1957,Coal Steam,Taconite Harbor Energy Center,True,9999.0,2007,Unscrb,,,Minnesota,10075_B_2,2,,p43,125,CoalOldUns,50.0,,2007,2007,2007,2007,True,none,none,none,none,Utilities,1957-1
92,140.0,Floyd,11587,1008,1958,1958,Coal Steam,R Gallagher,False,9999.0,2100,,0.6,,Indiana,1008_B_2,2,,p107,224,CoalOldUns,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1958-1
93,140.0,Floyd,11717,1008,1961,1961,Coal Steam,R Gallagher,False,9999.0,2100,,0.6,,Indiana,1008_B_4,4,,p107,224,CoalOldUns,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1961-1
94,1.0,Douglas,0,10081,1986,1986,Hydro,Strontia Springs Hydro Plant,False,9999.0,2100,,,,Colorado,10081_G_GEN1,GEN1,,p33,82,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1986-1
95,80.3,Salem,8428,10099,1992,1992,Combined Cycle,Pedricktown Cogeneration Company LP,False,9999.0,2100,,,,New Jersey,10099_G_GEN1,GEN1,,p126,331,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1992-1
96,37.0,Salem,8428,10099,1992,1992,Combined Cycle,Pedricktown Cogeneration Company LP,False,9999.0,2100,,,,New Jersey,10099_G_GEN2,GEN2,,p126,331,gas-CC,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1992-1
97,0.6,Merrimack,0,10109,1985,1985,Hydro,Franklin Industrial Complex,False,9999.0,2100,,,,New Hampshire,10109_G_1,1,,p130,354,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1985-1
98,0.2,Merrimack,0,10109,1982,1982,Hydro,Franklin Industrial Complex,False,9999.0,2100,,,,New Hampshire,10109_G_2,2,,p130,354,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1982-1
99,5.5,Kern,16297,10110,1986,1986,Combustion Turbine,Frito-Lay Cogen Plant,False,9999.0,2100,,,,California,10110_G_GEN1,GEN1,,p10,30,gas-CT,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1986-1
100,1.8,St Lawrence,0,10116,1987,1987,Hydro,Hampshire Paper,False,9999.0,2100,,,,New York,10116_G_05,05,,p127,337,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1987-1
101,6.9,Dauphin,6029,10118,2005,2005,Municipal Solid Waste,Harrisburg Facility,False,9999.0,2100,,0.813,2006.0,Pennsylvania,10118_B_1,1,Dry Scrubber,p122,326,lfill-gas,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2005-1
102,6.9,Dauphin,6029,10118,2005,2005,Municipal Solid Waste,Harrisburg Facility,False,9999.0,2100,,0.813,2006.0,Pennsylvania,10118_B_2,2,Dry Scrubber,p122,326,lfill-gas,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2005-1
103,6.9,Dauphin,6029,10118,2005,2005,Municipal Solid Waste,Harrisburg Facility,False,9999.0,2100,,0.813,2006.0,Pennsylvania,10118_B_3,3,Dry Scrubber,p122,326,lfill-gas,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,2005-1
104,90.0,Warrick,11758,1012,1966,1966,Coal Steam,F B Culley,True,9999.0,1995,Unscrb,,,Indiana,1012_B_2,2,,p107,224,CoalOldUns,29.0,,1995,1995,1995,1995,True,none,none,none,none,Utilities,1966-1
105,270.0,Warrick,10862,1012,1973,1973,Coal Steam,F B Culley,True,9999.0,1995,Unscrb,,,Indiana,1012_B_3,3,,p107,224,CoalOldUns,22.0,,1995,1995,1995,1995,True,none,none,none,none,Utilities,1973-1
106,1.4,Morgan,0,10121,1988,1988,Hydro,High Shoals Hydro (GA),False,9999.0,2100,,,,Georgia,10121_G_GEN1,GEN1,,p94,275,hydro,9999.0,,2100,2100,2100,2100,True,none,none,none,none,Utilities,1988-1
