NukeEarlyRetireYear,pca,tech,coolingwatertech,cap
9999.0,p128,gas-CT,dum,2091.600000000001
9999.0,p128,lfill-gas,dum,121.7
9999.0,p128,o-g-s,dum,2348.0
9999.0,p129,biopower,dum,72.0
9999.0,p129,gas-CT,dum,97.89999999999999
9999.0,p129,hydro,dum,336.40000000000015
9999.0,p129,lfill-gas,dum,1.6
9999.0,p13,gas-CC,dum,4758.000000000001
9999.0,p13,gas-CT,dum,1053.0
9999.0,p13,hydro,dum,1039.4
9999.0,p13,lfill-gas,dum,6.6
9999.0,p13,o-g-s,dum,6.5
9999.0,p130,CoalOldScr,dum,438.0
9999.0,p130,CoalOldUns,dum,96.0
9999.0,p130,biopower,dum,210.29999999999998
9999.0,p130,gas-CC,dum,1231.0
9999.0,p130,gas-CT,dum,87.0
9999.0,p130,hydro,dum,502.70000000000016
9999.0,p130,lfill-gas,dum,31.1
9999.0,p130,o-g-s,dum,400.0
9999.0,p131,biopower,dum,16.0
9999.0,p131,gas-CC,dum,6258.500000000001
9999.0,p131,gas-CT,dum,1415.6
9999.0,p131,hydro,dum,263.5000000000001
9999.0,p131,lfill-gas,dum,258.50000000000006
9999.0,p131,o-g-s,dum,1263.0
9999.0,p131,other,dum,9.0
9999.0,p131,pumped-hydro,dum,1768.0
9999.0,p132,biopower,dum,38.0
9999.0,p132,gas-CC,dum,3847.7999999999997
9999.0,p132,gas-CT,dum,1664.0000000000007
9999.0,p132,hydro,dum,119.39999999999999
9999.0,p132,lfill-gas,dum,163.3
9999.0,p132,o-g-s,dum,1739.4000000000005
9999.0,p132,pumped-hydro,dum,29.4
9999.0,p133,gas-CC,dum,1780.2000000000003
9999.0,p133,gas-CT,dum,31.5
9999.0,p133,hydro,dum,1.6
9999.0,p133,lfill-gas,dum,36.9
9999.0,p133,o-g-s,dum,2.0
9999.0,p133,other,dum,3.2
9999.0,p134,biopower,dum,185.0
9999.0,p134,gas-CC,dum,1254.0
9999.0,p134,gas-CT,dum,332.3
9999.0,p134,hydro,dum,688.9999999999998
9999.0,p134,lfill-gas,dum,41.4
9999.0,p134,o-g-s,dum,834.0
9999.0,p134,other,dum,132.0
9999.0,p14,biopower,dum,5.8
9999.0,p14,gas-CC,dum,248.0
9999.0,p14,gas-CT,dum,132.0
9999.0,p14,hydro,dum,338.50000000000006
9999.0,p14,lfill-gas,dum,3.2
9999.0,p14,o-g-s,dum,22.5
9999.0,p14,other,dum,27.0
9999.0,p15,biopower,dum,5.8
9999.0,p15,gas-CC,dum,299.7
9999.0,p15,gas-CT,dum,430.9
9999.0,p15,hydro,dum,1741.3999999999999
9999.0,p15,lfill-gas,dum,3.0
9999.0,p15,other,dum,3.6000000000000005
9999.0,p16,gas-CT,dum,4.6
9999.0,p16,hydro,dum,627.3000000000002
9999.0,p16,lfill-gas,dum,1.4
9999.0,p16,other,dum,7.4
9999.0,p17,biopower,dum,3.0
9999.0,p17,gas-CT,dum,186.29999999999998
9999.0,p17,hydro,dum,1857.8000000000002
9999.0,p18,coal-new,dum,107.0
9999.0,p18,hydro,dum,701.8000000000001
9999.0,p2,biopower,dum,37.4
9999.0,p2,gas-CC,dum,1899.5
9999.0,p2,hydro,dum,3651.499999999999
9999.0,p2,lfill-gas,dum,36.5
9999.0,p2,other,dum,47.2
9999.0,p20,CoalOldScr,dum,1515.0
9999.0,p20,coal-new,dum,52.0
9999.0,p20,other,dum,1.5
9999.0,p21,CoalOldScr,dum,2111.0
9999.0,p21,gas-CT,dum,11.7
9999.0,p21,hydro,dum,64.69999999999999
9999.0,p22,gas-CT,dum,15.0
9999.0,p23,CoalOldScr,dum,332.0
9999.0,p23,coal-new,dum,735.0
9999.0,p23,gas-CT,dum,98.0
9999.0,p24,CoalOldScr,dum,1710.0
9999.0,p24,gas-CC,dum,94.0
9999.0,p24,gas-CT,dum,37.0
9999.0,p24,hydro,dum,240.79999999999993
9999.0,p25,CoalOldScr,dum,2321.0
9999.0,p25,gas-CC,dum,1830.0
9999.0,p25,gas-CT,dum,573.8999999999999
9999.0,p25,hydro,dum,85.69999999999999
9999.0,p25,lfill-gas,dum,9.799999999999999
9999.0,p25,o-g-s,dum,246.8
9999.0,p25,other,dum,43.199999999999996
9999.0,p26,CoalOldScr,dum,458.0
9999.0,p26,gas-CT,dum,14.1
9999.0,p26,hydro,dum,170.7
9999.0,p27,gas-CC,dum,1120.0
9999.0,p27,gas-CT,dum,90.0
9999.0,p27,hydro,dum,1294.5
9999.0,p28,CoalOldScr,dum,562.0
9999.0,p28,biopower,dum,22.2
9999.0,p28,gas-CC,dum,8749.1
9999.0,p28,gas-CT,dum,2611.8
9999.0,p28,hydro,dum,1423.4
9999.0,p28,lfill-gas,dum,6.0
9999.0,p28,o-g-s,dum,729.0
9999.0,p28,pumped-hydro,dum,216.3
9999.0,p29,CoalOldScr,dum,1552.0
9999.0,p29,coal-new,dum,832.0
9999.0,p3,biopower,dum,50.0
9999.0,p3,gas-CT,dum,76.79999999999998
9999.0,p3,hydro,dum,2208.3999999999996
9999.0,p3,lfill-gas,dum,22.8
9999.0,p30,gas-CC,dum,8.3
9999.0,p30,gas-CT,dum,460.2999999999999
9999.0,p30,o-g-s,dum,260.0
9999.0,p31,CoalOldScr,dum,2387.0
9999.0,p31,gas-CC,dum,869.6
9999.0,p31,gas-CT,dum,647.7
9999.0,p31,hydro,dum,82.9
9999.0,p31,lfill-gas,dum,3.4
9999.0,p31,o-g-s,dum,299.0
9999.0,p31,other,dum,2.2
9999.0,p32,gas-CT,dum,112.0
9999.0,p32,hydro,dum,4.0
9999.0,p33,CoalOldScr,dum,2530.0
9999.0,p33,biopower,dum,12.6
9999.0,p33,gas-CC,dum,2592.5
9999.0,p33,gas-CT,dum,2090.2000000000003
9999.0,p33,hydro,dum,304.1
9999.0,p33,lfill-gas,dum,6.300000000000001
9999.0,p33,o-g-s,dum,392.0
9999.0,p33,other,dum,13.0
9999.0,p33,pumped-hydro,dum,599.1
9999.0,p34,CoalOldScr,dum,416.0
9999.0,p34,coal-new,dum,750.0
9999.0,p34,gas-CC,dum,648.0
9999.0,p34,gas-CT,dum,837.6
9999.0,p34,hydro,dum,381.40000000000003
9999.0,p34,o-g-s,dum,55.0
9999.0,p34,other,dum,6.1
9999.0,p35,gas-CT,dum,207.5
9999.0,p35,hydro,dum,200.0
9999.0,p35,other,dum,44.0
9999.0,p36,CoalOldScr,dum,2680.0
9999.0,p36,gas-CT,dum,523.6000000000001
9999.0,p36,hydro,dum,510.0
9999.0,p36,other,dum,5.3
9999.0,p37,coal-new,dum,90.0
9999.0,p37,gas-CT,dum,59.199999999999996
9999.0,p38,CoalOldScr,dum,474.0
9999.0,p38,gas-CC,dum,290.0
9999.0,p38,gas-CT,dum,807.3
9999.0,p38,hydro,dum,1594.0
9999.0,p39,gas-CT,dum,12.7
9999.0,p39,hydro,dum,38.0
9999.0,p4,hydro,dum,12371.599999999997
9999.0,p4,pumped-hydro,dum,314.0
9999.0,p40,CoalOldScr,dum,100.0
9999.0,p40,CoalOldUns,dum,1442.0
9999.0,p40,coal-new,dum,292.0
9999.0,p40,gas-CC,dum,220.0
9999.0,p40,gas-CT,dum,309.89999999999986
9999.0,p40,hydro,dum,239.9
9999.0,p40,o-g-s,dum,135.0
9999.0,p41,CoalOldScr,dum,82.0
9999.0,p41,CoalOldUns,dum,1223.5
9999.0,p41,coal-new,dum,664.0
9999.0,p41,gas-CC,dum,122.6
9999.0,p41,gas-CT,dum,1287.6
9999.0,p41,lfill-gas,dum,11.200000000000003
9999.0,p42,gas-CT,dum,73.10000000000001
9999.0,p42,hydro,dum,0.5
9999.0,p43,CoalOldScr,dum,1103.0
9999.0,p43,CoalOldUns,dum,127.79999999999998
9999.0,p43,biopower,dum,173.90000000000003
9999.0,p43,gas-CC,dum,1849.2
9999.0,p43,gas-CT,dum,2685.0999999999995
9999.0,p43,hydro,dum,130.39999999999992
9999.0,p43,lfill-gas,dum,71.69999999999997
9999.0,p43,o-g-s,dum,98.0
9999.0,p43,other,dum,10.399999999999999
9999.0,p44,gas-CT,dum,57.7
9999.0,p44,hydro,dum,1.6
9999.0,p45,CoalOldScr,dum,1848.0
9999.0,p45,coal-new,dum,814.0
9999.0,p45,gas-CC,dum,505.09999999999997
9999.0,p45,gas-CT,dum,485.19999999999993
9999.0,p45,lfill-gas,dum,4.0
9999.0,p45,o-g-s,dum,38.0
9999.0,p46,CoalOldUns,dum,388.0
9999.0,p46,biopower,dum,34.0
9999.0,p46,gas-CT,dum,453.3000000000002
9999.0,p46,hydro,dum,167.80000000000004
9999.0,p46,lfill-gas,dum,5.1
9999.0,p46,o-g-s,dum,23.0
9999.0,p46,other,dum,3.2
9999.0,p47,gas-CC,dum,562.0
9999.0,p47,gas-CT,dum,345.49999999999994
9999.0,p47,o-g-s,dum,295.0
9999.0,p48,CoalOldUns,dum,1018.0
9999.0,p48,gas-CC,dum,553.0
9999.0,p48,gas-CT,dum,1815.4999999999982
9999.0,p48,o-g-s,dum,584.0
9999.0,p48,other,dum,46.400000000000006
9999.0,p5,biopower,dum,37.3
9999.0,p5,gas-CC,dum,2884.9
9999.0,p5,gas-CT,dum,258.19999999999993
9999.0,p5,hydro,dum,7857.399999999999
9999.0,p5,lfill-gas,dum,42.599999999999994
9999.0,p5,other,dum,8.9
9999.0,p50,CoalOldScr,dum,1345.0
9999.0,p50,CoalOldUns,dum,440.0
9999.0,p50,gas-CC,dum,3593.8999999999996
9999.0,p50,gas-CT,dum,1526.4999999999998
9999.0,p50,hydro,dum,472.9
9999.0,p50,o-g-s,dum,3004.0
9999.0,p51,CoalOldScr,dum,520.0
9999.0,p51,CoalOldUns,dum,522.0
9999.0,p51,gas-CC,dum,3705.8
9999.0,p51,gas-CT,dum,179.9
9999.0,p51,hydro,dum,460.19999999999993
9999.0,p51,lfill-gas,dum,2.8
9999.0,p51,o-g-s,dum,3170.0
9999.0,p51,pumped-hydro,dum,258.0
9999.0,p52,CoalOldScr,dum,359.0
9999.0,p52,gas-CT,dum,331.40000000000003
9999.0,p52,o-g-s,dum,96.0
9999.0,p53,CoalOldScr,dum,4278.0
9999.0,p53,gas-CC,dum,266.0
9999.0,p53,gas-CT,dum,2902.2010000000014
9999.0,p53,hydro,dum,7.0
9999.0,p53,lfill-gas,dum,9.0
9999.0,p53,o-g-s,dum,396.5
9999.0,p54,CoalOldScr,dum,700.0
9999.0,p54,CoalOldUns,dum,4.8
9999.0,p54,coal-new,dum,1446.0
9999.0,p54,gas-CC,dum,850.5
9999.0,p54,gas-CT,dum,2040.5999999999995
9999.0,p54,lfill-gas,dum,1.6
9999.0,p54,o-g-s,dum,122.69999999999999
9999.0,p55,CoalOldScr,dum,184.0
9999.0,p55,coal-new,dum,275.0
9999.0,p55,gas-CC,dum,495.0
9999.0,p55,gas-CT,dum,779.1
9999.0,p55,hydro,dum,284.5
9999.0,p55,lfill-gas,dum,3.0
9999.0,p55,pumped-hydro,dum,186.0
9999.0,p56,CoalOldScr,dum,528.0
9999.0,p56,gas-CC,dum,162.0
9999.0,p56,gas-CT,dum,359.2
9999.0,p56,hydro,dum,741.5
9999.0,p56,lfill-gas,dum,4.0
9999.0,p57,CoalOldScr,dum,721.0
9999.0,p57,CoalOldUns,dum,1056.0
9999.0,p57,biopower,dum,5.0
9999.0,p57,gas-CC,dum,916.6
9999.0,p57,o-g-s,dum,1225.0
9999.0,p58,CoalOldScr,dum,1425.0
9999.0,p58,CoalOldUns,dum,1632.0
9999.0,p58,biopower,dum,10.9
9999.0,p58,coal-new,dum,628.0
9999.0,p58,gas-CC,dum,8119.2
9999.0,p58,gas-CT,dum,1851.6999999999994
9999.0,p58,hydro,dum,192.0
9999.0,p58,o-g-s,dum,5665.08
9999.0,p58,other,dum,492.79999999999995
9999.0,p59,gas-CC,dum,508.9
9999.0,p59,gas-CT,dum,442.0
9999.0,p59,o-g-s,dum,76.0
9999.0,p6,biopower,dum,84.1
9999.0,p6,gas-CC,dum,490.0
9999.0,p6,gas-CT,dum,100.0
9999.0,p6,hydro,dum,427.3
9999.0,p6,lfill-gas,dum,4.6
9999.0,p60,gas-CC,dum,322.0
9999.0,p60,gas-CT,dum,407.0
9999.0,p61,gas-CT,dum,0.5
9999.0,p61,hydro,dum,58.0
9999.0,p62,gas-CC,dum,1466.0
9999.0,p62,gas-CT,dum,666.6
9999.0,p63,CoalOldScr,dum,4404.0
9999.0,p63,coal-new,dum,2605.0
9999.0,p63,gas-CC,dum,13703.9
9999.0,p63,gas-CT,dum,824.5999999999995
9999.0,p63,hydro,dum,145.3
9999.0,p63,lfill-gas,dum,30.800000000000004
9999.0,p63,o-g-s,dum,5411.0
9999.0,p64,CoalOldScr,dum,1615.0
9999.0,p64,gas-CC,dum,5597.2
9999.0,p64,gas-CT,dum,842.9999999999998
9999.0,p64,hydro,dum,309.3
9999.0,p64,lfill-gas,dum,9.6
9999.0,p64,o-g-s,dum,1443.1
9999.0,p65,CoalOldScr,dum,951.0
9999.0,p65,CoalOldUns,dum,642.6
9999.0,p65,biopower,dum,17.5
9999.0,p65,coal-new,dum,785.0
9999.0,p65,gas-CC,dum,7243.099999999999
9999.0,p65,gas-CT,dum,1532.699999999999
9999.0,p65,hydro,dum,36.5
9999.0,p65,lfill-gas,dum,23.800000000000008
9999.0,p65,o-g-s,dum,2308.0
9999.0,p65,other,dum,38.8
9999.0,p66,biopower,dum,100.0
9999.0,p66,gas-CC,dum,2544.8999999999996
9999.0,p66,gas-CT,dum,1016.8
9999.0,p66,hydro,dum,140.0
9999.0,p66,lfill-gas,dum,1.7
9999.0,p66,o-g-s,dum,3729.2999999999993
9999.0,p66,other,dum,13.9
9999.0,p67,CoalOldScr,dum,610.0
9999.0,p67,CoalOldUns,dum,1889.0
9999.0,p67,gas-CC,dum,7267.400000000001
9999.0,p67,gas-CT,dum,3050.0
9999.0,p67,o-g-s,dum,1198.0
9999.0,p67,other,dum,28.5
9999.0,p68,gas-CC,dum,530.0
9999.0,p68,gas-CT,dum,1144.3
9999.0,p68,hydro,dum,6.6000000000000005
9999.0,p68,lfill-gas,dum,18.0
9999.0,p68,o-g-s,dum,18.0
9999.0,p68,other,dum,5.0
9999.0,p69,CoalOldScr,dum,229.0
9999.0,p69,CoalOldUns,dum,16.1
9999.0,p69,gas-CT,dum,386.39999999999986
9999.0,p69,o-g-s,dum,37.0
9999.0,p7,hydro,dum,231.20000000000002
9999.0,p70,CoalOldScr,dum,1634.0
9999.0,p70,CoalOldUns,dum,397.2
9999.0,p70,coal-new,dum,132.0
9999.0,p70,gas-CC,dum,1194.2
9999.0,p70,gas-CT,dum,1301.8999999999994
9999.0,p70,hydro,dum,143.90000000000003
9999.0,p70,lfill-gas,dum,14.000000000000002
9999.0,p70,o-g-s,dum,240.39999999999998
9999.0,p70,other,dum,1.0
9999.0,p71,gas-CT,dum,64.1
9999.0,p71,hydro,dum,27.0
9999.0,p71,pumped-hydro,dum,31.0
9999.0,p72,CoalOldScr,dum,1212.0
9999.0,p72,CoalOldUns,dum,4690.0
9999.0,p72,biopower,dum,19.0
9999.0,p72,gas-CC,dum,27.8
9999.0,p72,gas-CT,dum,1351.0999999999997
9999.0,p72,hydro,dum,231.2
9999.0,p72,lfill-gas,dum,5.7
9999.0,p72,o-g-s,dum,22.0
9999.0,p73,gas-CT,dum,24.0
9999.0,p73,pumped-hydro,dum,440.0
9999.0,p74,biopower,dum,17.7
9999.0,p74,gas-CT,dum,287.50000000000006
9999.0,p74,hydro,dum,106.20000000000003
9999.0,p75,CoalOldScr,dum,334.0
9999.0,p75,biopower,dum,94.0
9999.0,p75,coal-new,dum,592.0
9999.0,p75,gas-CT,dum,565.4
9999.0,p75,hydro,dum,84.60000000000001
9999.0,p75,lfill-gas,dum,6.3999999999999995
9999.0,p75,o-g-s,dum,80.0
9999.0,p75,other,dum,1.4
9999.0,p76,CoalOldScr,dum,1115.0
9999.0,p76,gas-CC,dum,608.1
9999.0,p76,gas-CT,dum,756.9
9999.0,p76,hydro,dum,94.99999999999999
9999.0,p76,lfill-gas,dum,12.100000000000001
9999.0,p76,o-g-s,dum,0.7
9999.0,p76,other,dum,64.8
9999.0,p77,gas-CT,dum,16.8
9999.0,p77,hydro,dum,28.9
9999.0,p77,other,dum,1.6
9999.0,p78,gas-CC,dum,1397.9
9999.0,p78,gas-CT,dum,528.1
9999.0,p78,lfill-gas,dum,3.0
9999.0,p78,o-g-s,dum,107.60000000000002
9999.0,p78,other,dum,2.0
9999.0,p79,CoalOldScr,dum,995.0
9999.0,p79,coal-new,dum,1268.0
9999.0,p79,gas-CC,dum,1443.0
9999.0,p79,gas-CT,dum,1286.3
9999.0,p79,lfill-gas,dum,35.9
9999.0,p79,o-g-s,dum,240.0
9999.0,p79,other,dum,2.0
9999.0,p8,biopower,dum,39.0
9999.0,p8,gas-CT,dum,5.0
9999.0,p8,hydro,dum,117.60000000000001
9999.0,p80,CoalOldScr,dum,689.0
9999.0,p80,CoalOldUns,dum,510.0
9999.0,p80,coal-new,dum,10.6
9999.0,p80,gas-CC,dum,1915.1000000000001
9999.0,p80,gas-CT,dum,7405.999999999998
9999.0,p80,hydro,dum,29.700000000000003
9999.0,p80,lfill-gas,dum,66.8
9999.0,p80,o-g-s,dum,1409.7999999999997
9999.0,p80,other,dum,3.0
9999.0,p81,CoalOldScr,dum,1948.0
9999.0,p81,CoalOldUns,dum,948.0
9999.0,p81,coal-new,dum,1748.0
9999.0,p81,gas-CC,dum,1032.2
9999.0,p81,gas-CT,dum,1893.0000000000005
9999.0,p81,hydro,dum,4.3999999999999995
9999.0,p81,lfill-gas,dum,2.4000000000000004
9999.0,p81,other,dum,78.0
9999.0,p82,CoalOldScr,dum,1536.0
9999.0,p82,coal-new,dum,208.0
9999.0,p82,gas-CT,dum,149.09999999999997
9999.0,p82,lfill-gas,dum,2.4000000000000004
9999.0,p83,CoalOldScr,dum,1158.0
9999.0,p83,CoalOldUns,dum,595.0
9999.0,p83,gas-CC,dum,610.4
9999.0,p83,gas-CT,dum,1574.2999999999986
9999.0,p83,lfill-gas,dum,6.4
9999.0,p84,CoalOldUns,dum,1153.0
9999.0,p84,gas-CC,dum,420.0
9999.0,p84,gas-CT,dum,222.7
9999.0,p84,hydro,dum,3.0
9999.0,p84,lfill-gas,dum,3.8
9999.0,p85,biopower,dum,8.0
9999.0,p85,coal-new,dum,1279.0
9999.0,p85,gas-CC,dum,4457.5
9999.0,p85,gas-CT,dum,370.6
9999.0,p85,hydro,dum,515.5
9999.0,p85,lfill-gas,dum,4.0
9999.0,p85,o-g-s,dum,776.0
9999.0,p85,other,dum,1.3
9999.0,p85,pumped-hydro,dum,28.0
9999.0,p86,gas-CC,dum,1378.3
9999.0,p86,gas-CT,dum,312.0
9999.0,p86,other,dum,45.0
9999.0,p87,CoalOldScr,dum,1020.0
9999.0,p87,gas-CC,dum,3859.3
9999.0,p87,gas-CT,dum,1060.6
9999.0,p87,o-g-s,dum,2061.5
9999.0,p87,other,dum,52.0
9999.0,p88,coal-new,dum,440.0
9999.0,p88,gas-CC,dum,3565.2
9999.0,p88,gas-CT,dum,293.2
9999.0,p88,lfill-gas,dum,1.6
9999.0,p88,o-g-s,dum,18.6
9999.0,p88,other,dum,110.0
9999.0,p89,CoalOldScr,dum,3558.0
9999.0,p89,biopower,dum,37.599999999999994
9999.0,p89,gas-CC,dum,1474.0
9999.0,p89,gas-CT,dum,1122.8000000000004
9999.0,p89,hydro,dum,1559.4000000000003
9999.0,p89,lfill-gas,dum,6.4
9999.0,p89,o-g-s,dum,1528.0
9999.0,p9,CoalOldUns,dum,17.0
9999.0,p9,biopower,dum,494.30000000000007
9999.0,p9,gas-CC,dum,8559.800000000003
9999.0,p9,gas-CT,dum,4219.0999999999985
9999.0,p9,hydro,dum,8782.700000000003
9999.0,p9,lfill-gas,dum,113.39999999999992
9999.0,p9,o-g-s,dum,33.699999999999996
9999.0,p9,other,dum,66.9
9999.0,p9,pumped-hydro,dum,1423.2
9999.0,p90,CoalOldScr,dum,726.0
9999.0,p90,CoalOldUns,dum,362.0
9999.0,p90,gas-CC,dum,8022.200000000002
9999.0,p90,gas-CT,dum,1460.6
9999.0,p90,hydro,dum,1710.6000000000001
9999.0,p90,o-g-s,dum,130.0
9999.0,p90,other,dum,111.6
9999.0,p91,CoalOldScr,dum,924.0
9999.0,p91,gas-CC,dum,740.9
9999.0,p91,gas-CT,dum,126.0
9999.0,p91,lfill-gas,dum,17.800000000000004
9999.0,p91,o-g-s,dum,16.2
9999.0,p92,CoalOldScr,dum,4844.0
9999.0,p92,biopower,dum,1.8
9999.0,p92,gas-CC,dum,3507.2000000000007
9999.0,p92,gas-CT,dum,3796.0000000000027
9999.0,p92,hydro,dum,2618.6
9999.0,p92,lfill-gas,dum,12.4
9999.0,p92,pumped-hydro,dum,1616.3
9999.0,p93,CoalOldScr,dum,609.0
9999.0,p93,CoalOldUns,dum,938.0
9999.0,p93,gas-CT,dum,714.6
9999.0,p93,hydro,dum,758.3999999999999
9999.0,p94,CoalOldScr,dum,8368.0
9999.0,p94,CoalOldUns,dum,10.0
9999.0,p94,biopower,dum,372.20000000000005
9999.0,p94,gas-CC,dum,7957.7
9999.0,p94,gas-CT,dum,8657.401999999998
9999.0,p94,hydro,dum,1850.2
9999.0,p94,lfill-gas,dum,54.90000000000002
9999.0,p94,o-g-s,dum,764.0
9999.0,p94,other,dum,179.39999999999998
9999.0,p94,pumped-hydro,dum,1862.2
9999.0,p95,gas-CC,dum,1299.0
9999.0,p95,gas-CT,dum,2049.2999999999993
9999.0,p95,hydro,dum,446.1999999999999
9999.0,p95,lfill-gas,dum,9.999999999999998
9999.0,p95,o-g-s,dum,170.0
9999.0,p95,pumped-hydro,dum,2140.0
9999.0,p96,CoalOldScr,dum,2989.0
9999.0,p96,biopower,dum,180.4
9999.0,p96,coal-new,dum,2237.0
9999.0,p96,gas-CC,dum,1863.0
9999.0,p96,gas-CT,dum,790.4000000000001
9999.0,p96,hydro,dum,857.4
9999.0,p96,lfill-gas,dum,26.100000000000005
9999.0,p96,o-g-s,dum,350.6
9999.0,p96,other,dum,49.50000000000001
9999.0,p96,pumped-hydro,dum,576.0
9999.0,p97,CoalOldScr,dum,4822.0
9999.0,p97,coal-new,dum,844.0
9999.0,p97,gas-CC,dum,2879.2000000000003
9999.0,p97,gas-CT,dum,4035.899999999999
9999.0,p97,hydro,dum,1556.9
9999.0,p97,lfill-gas,dum,40.5
9999.0,p97,other,dum,5.2
9999.0,p97,pumped-hydro,dum,86.0
9999.0,p98,CoalOldScr,dum,3168.0
9999.0,p98,biopower,dum,268.3
9999.0,p98,gas-CC,dum,2918.0
9999.0,p98,gas-CT,dum,2269.7999999999993
9999.0,p98,hydro,dum,446.19999999999993
9999.0,p98,lfill-gas,dum,43.69999999999994
9999.0,p98,other,dum,79.0
9999.0,p99,CoalOldScr,dum,25.4
9999.0,p99,biopower,dum,237.0
9999.0,p99,coal-new,dum,1115.0
9999.0,p99,gas-CC,dum,7479.899999999999
9999.0,p99,gas-CT,dum,4367.299999999997
9999.0,p99,hydro,dum,719.5999999999997
9999.0,p99,lfill-gas,dum,295.9000000000032
9999.0,p99,o-g-s,dum,858.1
9999.0,p99,other,dum,133.5000000000001
9999.0,p99,pumped-hydro,dum,3241.0
