RetireYear,pca,tech,coolingwatertech,ctt,wst,cap
9999.0,p105,other,dum,dum,dum,79.89999999999999
9999.0,p106,gas-CC,dum,dum,dum,264.0
9999.0,p106,gas-CT,dum,dum,dum,316.0
9999.0,p106,lfill-gas,dum,dum,dum,5.0
9999.0,p106,o-g-s,dum,dum,dum,634.2
9999.0,p107,CoalOldScr,dum,dum,dum,7457.0
9999.0,p107,CoalOldUns,dum,dum,dum,1615.0
9999.0,p107,coal-IGCC,dum,dum,dum,595.0
9999.0,p107,gas-CC,dum,dum,dum,1724.0
9999.0,p107,gas-CT,dum,dum,dum,1256.6000000000001
9999.0,p107,hydro,dum,dum,dum,45.0
9999.0,p107,lfill-gas,dum,dum,dum,2.2
9999.0,p107,other,dum,dum,dum,12.0
9999.0,p108,CoalOldScr,dum,dum,dum,1314.0
9999.0,p108,gas-CC,dum,dum,dum,1100.0
9999.0,p108,gas-CT,dum,dum,dum,58.0
9999.0,p108,hydro,dum,dum,dum,87.9
9999.0,p109,CoalOldScr,dum,dum,dum,5714.0
9999.0,p109,biopower,dum,dum,dum,3.3
9999.0,p109,coal-new,dum,dum,dum,1268.0
9999.0,p109,gas-CC,dum,dum,dum,663.3
9999.0,p109,gas-CT,dum,dum,dum,3376.9
9999.0,p109,hydro,dum,dum,dum,265.8
9999.0,p109,lfill-gas,dum,dum,dum,20.900000000000006
9999.0,p11,gas-CC,dum,dum,dum,1212.4
9999.0,p11,gas-CT,dum,dum,dum,1411.5
9999.0,p11,hydro,dum,dum,dum,13.700000000000001
9999.0,p11,lfill-gas,dum,dum,dum,16.599999999999998
9999.0,p11,o-g-s,dum,dum,dum,5.199999999999999
9999.0,p11,other,dum,dum,dum,4.6
9999.0,p11,pumped-hydro,dum,dum,dum,42.0
9999.0,p110,gas-CT,dum,dum,dum,825.0
9999.0,p110,o-g-s,dum,dum,dum,260.0
9999.0,p111,CoalOldUns,dum,dum,dum,687.0
9999.0,p111,biopower,dum,dum,dum,7.2
9999.0,p111,coal-new,dum,dum,dum,136.0
9999.0,p111,gas-CC,dum,dum,dum,3452.9
9999.0,p111,gas-CT,dum,dum,dum,1365.3999999999996
9999.0,p111,lfill-gas,dum,dum,dum,72.99999999999997
9999.0,p111,other,dum,dum,dum,1.7999999999999998
9999.0,p112,CoalOldScr,dum,dum,dum,6850.0
9999.0,p112,CoalOldUns,dum,dum,dum,89.6
9999.0,p112,gas-CC,dum,dum,dum,4050.6000000000004
9999.0,p112,gas-CT,dum,dum,dum,2520.3000000000025
9999.0,p112,hydro,dum,dum,dum,99.89999999999998
9999.0,p112,lfill-gas,dum,dum,dum,5.6
9999.0,p112,other,dum,dum,dum,57.60000000000001
9999.0,p113,gas-CT,dum,dum,dum,780.8
9999.0,p114,CoalOldScr,dum,dum,dum,2364.0
9999.0,p114,gas-CC,dum,dum,dum,484.0
9999.0,p114,gas-CT,dum,dum,dum,1278.4
9999.0,p114,hydro,dum,dum,dum,2.0
9999.0,p114,lfill-gas,dum,dum,dum,4.5
9999.0,p114,o-g-s,dum,dum,dum,112.2
9999.0,p114,other,dum,dum,dum,47.0
9999.0,p115,CoalOldScr,dum,dum,dum,2265.0
9999.0,p115,gas-CC,dum,dum,dum,2614.0
9999.0,p115,gas-CT,dum,dum,dum,806.4
9999.0,p115,hydro,dum,dum,dum,113.5
9999.0,p115,lfill-gas,dum,dum,dum,4.8
9999.0,p116,CoalOldScr,dum,dum,dum,6321.0
9999.0,p116,coal-new,dum,dum,dum,700.0
9999.0,p116,gas-CT,dum,dum,dum,332.29999999999995
9999.0,p116,hydro,dum,dum,dum,190.3
9999.0,p117,CoalOldScr,dum,dum,dum,4199.0
9999.0,p117,gas-CT,dum,dum,dum,750.0
9999.0,p117,hydro,dum,dum,dum,159.20000000000002
9999.0,p118,CoalOldUns,dum,dum,dum,2.5
9999.0,p118,coal-new,dum,dum,dum,610.0
9999.0,p118,gas-CT,dum,dum,dum,255.3
9999.0,p118,hydro,dum,dum,dum,142.6
9999.0,p118,lfill-gas,dum,dum,dum,10.000000000000002
9999.0,p118,o-g-s,dum,dum,dum,460.0
9999.0,p119,gas-CT,dum,dum,dum,6.9
9999.0,p12,coal-new,dum,dum,dum,218.0
9999.0,p12,gas-CC,dum,dum,dum,657.0
9999.0,p12,gas-CT,dum,dum,dum,243.20000000000007
9999.0,p12,hydro,dum,dum,dum,12.0
9999.0,p12,lfill-gas,dum,dum,dum,3.2
9999.0,p12,o-g-s,dum,dum,dum,108.0
9999.0,p120,gas-CT,dum,dum,dum,118.29999999999998
9999.0,p120,lfill-gas,dum,dum,dum,20.80000000000002
9999.0,p121,coal-new,dum,dum,dum,180.0
9999.0,p121,hydro,dum,dum,dum,18.0
9999.0,p122,CoalOldScr,dum,dum,dum,5857.0
9999.0,p122,biopower,dum,dum,dum,2.5
9999.0,p122,coal-new,dum,dum,dum,632.0
9999.0,p122,gas-CC,dum,dum,dum,15407.199999999999
9999.0,p122,gas-CT,dum,dum,dum,2406.3
9999.0,p122,hydro,dum,dum,dum,786.1
9999.0,p122,lfill-gas,dum,dum,dum,334.1000000000006
9999.0,p122,o-g-s,dum,dum,dum,4520.9
9999.0,p122,other,dum,dum,dum,5.6
9999.0,p122,pumped-hydro,dum,dum,dum,1583.0
9999.0,p123,CoalOldScr,dum,dum,dum,3664.0
9999.0,p123,CoalOldUns,dum,dum,dum,305.0
9999.0,p123,gas-CC,dum,dum,dum,2844.6
9999.0,p123,gas-CT,dum,dum,dum,2292.0999999999995
9999.0,p123,hydro,dum,dum,dum,572.0
9999.0,p123,lfill-gas,dum,dum,dum,133.9
9999.0,p123,o-g-s,dum,dum,dum,1842.0
9999.0,p123,other,dum,dum,dum,25.799999999999997
9999.0,p124,gas-CT,dum,dum,dum,389.9
9999.0,p125,CoalOldScr,dum,dum,dum,410.0
9999.0,p125,gas-CC,dum,dum,dum,1512.0
9999.0,p125,gas-CT,dum,dum,dum,429.3
9999.0,p125,lfill-gas,dum,dum,dum,12.2
9999.0,p125,o-g-s,dum,dum,dum,740.0
9999.0,p125,other,dum,dum,dum,134.6
9999.0,p126,CoalOldScr,dum,dum,dum,463.0
9999.0,p126,coal-new,dum,dum,dum,11.6
9999.0,p126,gas-CC,dum,dum,dum,8504.9
9999.0,p126,gas-CT,dum,dum,dum,3034.900000000001
9999.0,p126,hydro,dum,dum,dum,12.3
9999.0,p126,lfill-gas,dum,dum,dum,201.00000000000006
9999.0,p126,other,dum,dum,dum,23.2
9999.0,p126,pumped-hydro,dum,dum,dum,420.0
9999.0,p127,biopower,dum,dum,dum,54.900000000000006
9999.0,p127,gas-CC,dum,dum,dum,9459.1
9999.0,p127,gas-CT,dum,dum,dum,2523.000000000003
9999.0,p127,hydro,dum,dum,dum,4716.300000000001
9999.0,p127,lfill-gas,dum,dum,dum,257.7000000000003
9999.0,p127,o-g-s,dum,dum,dum,9070.66
9999.0,p127,other,dum,dum,dum,20.2
9999.0,p127,pumped-hydro,dum,dum,dum,1406.1
9999.0,p128,gas-CC,dum,dum,dum,717.8
9999.0,p128,gas-CT,dum,dum,dum,2091.600000000001
9999.0,p128,lfill-gas,dum,dum,dum,121.7
9999.0,p128,o-g-s,dum,dum,dum,2348.0
9999.0,p129,biopower,dum,dum,dum,72.0
9999.0,p129,gas-CT,dum,dum,dum,97.89999999999999
9999.0,p129,hydro,dum,dum,dum,336.40000000000015
9999.0,p129,lfill-gas,dum,dum,dum,1.6
9999.0,p13,gas-CC,dum,dum,dum,4758.000000000001
9999.0,p13,gas-CT,dum,dum,dum,1053.0
9999.0,p13,hydro,dum,dum,dum,1039.4
9999.0,p13,lfill-gas,dum,dum,dum,6.6
9999.0,p13,o-g-s,dum,dum,dum,6.5
9999.0,p130,CoalOldScr,dum,dum,dum,438.0
9999.0,p130,CoalOldUns,dum,dum,dum,96.0
9999.0,p130,biopower,dum,dum,dum,210.29999999999998
9999.0,p130,gas-CC,dum,dum,dum,1231.0
9999.0,p130,gas-CT,dum,dum,dum,87.0
9999.0,p130,hydro,dum,dum,dum,502.70000000000016
9999.0,p130,lfill-gas,dum,dum,dum,31.1
9999.0,p130,o-g-s,dum,dum,dum,400.0
9999.0,p131,biopower,dum,dum,dum,16.0
9999.0,p131,gas-CC,dum,dum,dum,6258.500000000001
9999.0,p131,gas-CT,dum,dum,dum,1415.6
9999.0,p131,hydro,dum,dum,dum,263.5000000000001
9999.0,p131,lfill-gas,dum,dum,dum,258.50000000000006
9999.0,p131,o-g-s,dum,dum,dum,1263.0
9999.0,p131,other,dum,dum,dum,9.0
9999.0,p131,pumped-hydro,dum,dum,dum,1768.0
9999.0,p132,biopower,dum,dum,dum,38.0
9999.0,p132,gas-CC,dum,dum,dum,3847.7999999999997
9999.0,p132,gas-CT,dum,dum,dum,1664.0000000000007
9999.0,p132,hydro,dum,dum,dum,119.39999999999999
9999.0,p132,lfill-gas,dum,dum,dum,163.3
9999.0,p132,o-g-s,dum,dum,dum,1739.4000000000005
9999.0,p132,pumped-hydro,dum,dum,dum,29.4
9999.0,p133,gas-CC,dum,dum,dum,1780.2000000000003
9999.0,p133,gas-CT,dum,dum,dum,31.5
9999.0,p133,hydro,dum,dum,dum,1.6
9999.0,p133,lfill-gas,dum,dum,dum,36.9
9999.0,p133,o-g-s,dum,dum,dum,2.0
9999.0,p133,other,dum,dum,dum,3.2
9999.0,p134,biopower,dum,dum,dum,185.0
9999.0,p134,gas-CC,dum,dum,dum,1254.0
9999.0,p134,gas-CT,dum,dum,dum,332.3
9999.0,p134,hydro,dum,dum,dum,688.9999999999998
9999.0,p134,lfill-gas,dum,dum,dum,41.4
9999.0,p134,o-g-s,dum,dum,dum,834.0
9999.0,p134,other,dum,dum,dum,132.0
9999.0,p14,biopower,dum,dum,dum,5.8
9999.0,p14,gas-CC,dum,dum,dum,248.0
9999.0,p14,gas-CT,dum,dum,dum,132.0
9999.0,p14,hydro,dum,dum,dum,338.50000000000006
9999.0,p14,lfill-gas,dum,dum,dum,3.2
9999.0,p14,o-g-s,dum,dum,dum,22.5
9999.0,p14,other,dum,dum,dum,27.0
9999.0,p15,biopower,dum,dum,dum,5.8
9999.0,p15,gas-CC,dum,dum,dum,299.7
9999.0,p15,gas-CT,dum,dum,dum,430.9
9999.0,p15,hydro,dum,dum,dum,1741.3999999999999
9999.0,p15,lfill-gas,dum,dum,dum,3.0
9999.0,p15,other,dum,dum,dum,3.6000000000000005
9999.0,p16,gas-CT,dum,dum,dum,4.6
9999.0,p16,hydro,dum,dum,dum,627.3000000000002
9999.0,p16,lfill-gas,dum,dum,dum,1.4
9999.0,p16,other,dum,dum,dum,7.4
9999.0,p17,biopower,dum,dum,dum,3.0
9999.0,p17,gas-CT,dum,dum,dum,186.29999999999998
9999.0,p17,hydro,dum,dum,dum,1857.8000000000002
9999.0,p18,coal-new,dum,dum,dum,107.0
9999.0,p18,hydro,dum,dum,dum,701.8000000000001
9999.0,p2,biopower,dum,dum,dum,37.4
9999.0,p2,gas-CC,dum,dum,dum,1899.5
9999.0,p2,hydro,dum,dum,dum,3651.499999999999
9999.0,p2,lfill-gas,dum,dum,dum,36.5
9999.0,p2,other,dum,dum,dum,47.2
9999.0,p20,CoalOldScr,dum,dum,dum,1515.0
9999.0,p20,coal-new,dum,dum,dum,52.0
9999.0,p20,other,dum,dum,dum,1.5
9999.0,p21,CoalOldScr,dum,dum,dum,2111.0
9999.0,p21,gas-CT,dum,dum,dum,11.7
9999.0,p21,hydro,dum,dum,dum,64.69999999999999
9999.0,p22,gas-CT,dum,dum,dum,15.0
9999.0,p23,CoalOldScr,dum,dum,dum,332.0
9999.0,p23,coal-new,dum,dum,dum,735.0
9999.0,p23,gas-CT,dum,dum,dum,98.0
9999.0,p24,CoalOldScr,dum,dum,dum,1710.0
9999.0,p24,gas-CC,dum,dum,dum,94.0
9999.0,p24,gas-CT,dum,dum,dum,37.0
9999.0,p24,hydro,dum,dum,dum,240.79999999999993
9999.0,p25,CoalOldScr,dum,dum,dum,2321.0
9999.0,p25,gas-CC,dum,dum,dum,1830.0
9999.0,p25,gas-CT,dum,dum,dum,573.8999999999999
9999.0,p25,hydro,dum,dum,dum,85.69999999999999
9999.0,p25,lfill-gas,dum,dum,dum,9.799999999999999
9999.0,p25,o-g-s,dum,dum,dum,246.8
9999.0,p25,other,dum,dum,dum,43.199999999999996
9999.0,p26,CoalOldScr,dum,dum,dum,458.0
9999.0,p26,gas-CT,dum,dum,dum,14.1
9999.0,p26,hydro,dum,dum,dum,170.7
9999.0,p27,gas-CC,dum,dum,dum,1120.0
9999.0,p27,gas-CT,dum,dum,dum,90.0
9999.0,p27,hydro,dum,dum,dum,1294.5
9999.0,p28,CoalOldScr,dum,dum,dum,562.0
9999.0,p28,biopower,dum,dum,dum,22.2
9999.0,p28,gas-CC,dum,dum,dum,8749.1
9999.0,p28,gas-CT,dum,dum,dum,2611.8
9999.0,p28,hydro,dum,dum,dum,1423.4
9999.0,p28,lfill-gas,dum,dum,dum,6.0
9999.0,p28,o-g-s,dum,dum,dum,729.0
9999.0,p28,pumped-hydro,dum,dum,dum,216.3
9999.0,p29,CoalOldScr,dum,dum,dum,1552.0
9999.0,p29,coal-new,dum,dum,dum,832.0
9999.0,p3,biopower,dum,dum,dum,50.0
9999.0,p3,gas-CT,dum,dum,dum,76.79999999999998
9999.0,p3,hydro,dum,dum,dum,2208.3999999999996
9999.0,p3,lfill-gas,dum,dum,dum,22.8
9999.0,p30,gas-CC,dum,dum,dum,8.3
9999.0,p30,gas-CT,dum,dum,dum,460.2999999999999
9999.0,p30,o-g-s,dum,dum,dum,260.0
9999.0,p31,CoalOldScr,dum,dum,dum,2387.0
9999.0,p31,gas-CC,dum,dum,dum,869.6
9999.0,p31,gas-CT,dum,dum,dum,647.7
9999.0,p31,hydro,dum,dum,dum,82.9
9999.0,p31,lfill-gas,dum,dum,dum,3.4
9999.0,p31,o-g-s,dum,dum,dum,299.0
9999.0,p31,other,dum,dum,dum,2.2
9999.0,p32,gas-CT,dum,dum,dum,112.0
9999.0,p32,hydro,dum,dum,dum,4.0
9999.0,p33,CoalOldScr,dum,dum,dum,2530.0
9999.0,p33,biopower,dum,dum,dum,12.6
9999.0,p33,gas-CC,dum,dum,dum,2592.5
9999.0,p33,gas-CT,dum,dum,dum,2090.2000000000003
9999.0,p33,hydro,dum,dum,dum,304.1
9999.0,p33,lfill-gas,dum,dum,dum,6.300000000000001
9999.0,p33,o-g-s,dum,dum,dum,392.0
9999.0,p33,other,dum,dum,dum,13.0
9999.0,p33,pumped-hydro,dum,dum,dum,599.1
9999.0,p34,CoalOldScr,dum,dum,dum,416.0
9999.0,p34,coal-new,dum,dum,dum,750.0
9999.0,p34,gas-CC,dum,dum,dum,648.0
9999.0,p34,gas-CT,dum,dum,dum,837.6
9999.0,p34,hydro,dum,dum,dum,381.40000000000003
9999.0,p34,o-g-s,dum,dum,dum,55.0
9999.0,p34,other,dum,dum,dum,6.1
9999.0,p35,gas-CT,dum,dum,dum,207.5
9999.0,p35,hydro,dum,dum,dum,200.0
9999.0,p35,other,dum,dum,dum,44.0
9999.0,p36,CoalOldScr,dum,dum,dum,2680.0
9999.0,p36,gas-CT,dum,dum,dum,523.6000000000001
9999.0,p36,hydro,dum,dum,dum,510.0
9999.0,p36,other,dum,dum,dum,5.3
9999.0,p37,coal-new,dum,dum,dum,90.0
9999.0,p37,gas-CT,dum,dum,dum,59.199999999999996
9999.0,p38,CoalOldScr,dum,dum,dum,474.0
9999.0,p38,gas-CC,dum,dum,dum,290.0
9999.0,p38,gas-CT,dum,dum,dum,807.3
9999.0,p38,hydro,dum,dum,dum,1594.0
9999.0,p39,gas-CT,dum,dum,dum,12.7
9999.0,p39,hydro,dum,dum,dum,38.0
9999.0,p4,hydro,dum,dum,dum,12371.599999999997
9999.0,p4,pumped-hydro,dum,dum,dum,314.0
9999.0,p40,CoalOldScr,dum,dum,dum,100.0
9999.0,p40,CoalOldUns,dum,dum,dum,1442.0
9999.0,p40,coal-new,dum,dum,dum,292.0
9999.0,p40,gas-CC,dum,dum,dum,220.0
9999.0,p40,gas-CT,dum,dum,dum,309.89999999999986
9999.0,p40,hydro,dum,dum,dum,239.9
9999.0,p40,o-g-s,dum,dum,dum,135.0
9999.0,p41,CoalOldScr,dum,dum,dum,82.0
9999.0,p41,CoalOldUns,dum,dum,dum,1223.5
9999.0,p41,coal-new,dum,dum,dum,664.0
9999.0,p41,gas-CC,dum,dum,dum,122.6
9999.0,p41,gas-CT,dum,dum,dum,1287.6
9999.0,p41,lfill-gas,dum,dum,dum,11.200000000000003
9999.0,p42,gas-CT,dum,dum,dum,73.10000000000001
9999.0,p42,hydro,dum,dum,dum,0.5
9999.0,p43,CoalOldScr,dum,dum,dum,1103.0
9999.0,p43,CoalOldUns,dum,dum,dum,127.79999999999998
9999.0,p43,biopower,dum,dum,dum,173.90000000000003
9999.0,p43,gas-CC,dum,dum,dum,1849.2
9999.0,p43,gas-CT,dum,dum,dum,2685.0999999999995
9999.0,p43,hydro,dum,dum,dum,130.39999999999992
9999.0,p43,lfill-gas,dum,dum,dum,71.69999999999997
9999.0,p43,o-g-s,dum,dum,dum,98.0
9999.0,p43,other,dum,dum,dum,10.399999999999999
9999.0,p44,gas-CT,dum,dum,dum,57.7
9999.0,p44,hydro,dum,dum,dum,1.6
9999.0,p45,CoalOldScr,dum,dum,dum,1848.0
9999.0,p45,coal-new,dum,dum,dum,814.0
9999.0,p45,gas-CC,dum,dum,dum,505.09999999999997
9999.0,p45,gas-CT,dum,dum,dum,485.19999999999993
9999.0,p45,lfill-gas,dum,dum,dum,4.0
9999.0,p45,o-g-s,dum,dum,dum,38.0
9999.0,p46,CoalOldUns,dum,dum,dum,388.0
9999.0,p46,biopower,dum,dum,dum,34.0
9999.0,p46,gas-CT,dum,dum,dum,453.3000000000002
9999.0,p46,hydro,dum,dum,dum,167.80000000000004
9999.0,p46,lfill-gas,dum,dum,dum,5.1
9999.0,p46,o-g-s,dum,dum,dum,23.0
9999.0,p46,other,dum,dum,dum,3.2
9999.0,p47,gas-CC,dum,dum,dum,562.0
9999.0,p47,gas-CT,dum,dum,dum,345.49999999999994
9999.0,p47,o-g-s,dum,dum,dum,295.0
9999.0,p48,CoalOldUns,dum,dum,dum,1018.0
9999.0,p48,gas-CC,dum,dum,dum,553.0
9999.0,p48,gas-CT,dum,dum,dum,1815.4999999999982
9999.0,p48,o-g-s,dum,dum,dum,584.0
9999.0,p48,other,dum,dum,dum,46.400000000000006
9999.0,p5,biopower,dum,dum,dum,37.3
9999.0,p5,gas-CC,dum,dum,dum,2884.9
9999.0,p5,gas-CT,dum,dum,dum,258.19999999999993
9999.0,p5,hydro,dum,dum,dum,7857.399999999999
9999.0,p5,lfill-gas,dum,dum,dum,42.599999999999994
9999.0,p5,other,dum,dum,dum,8.9
9999.0,p50,CoalOldScr,dum,dum,dum,1345.0
9999.0,p50,CoalOldUns,dum,dum,dum,440.0
9999.0,p50,gas-CC,dum,dum,dum,3593.8999999999996
9999.0,p50,gas-CT,dum,dum,dum,1526.4999999999998
9999.0,p50,hydro,dum,dum,dum,472.9
9999.0,p50,o-g-s,dum,dum,dum,3004.0
9999.0,p51,CoalOldScr,dum,dum,dum,520.0
9999.0,p51,CoalOldUns,dum,dum,dum,522.0
9999.0,p51,gas-CC,dum,dum,dum,3705.8
9999.0,p51,gas-CT,dum,dum,dum,179.9
9999.0,p51,hydro,dum,dum,dum,460.19999999999993
9999.0,p51,lfill-gas,dum,dum,dum,2.8
9999.0,p51,o-g-s,dum,dum,dum,3170.0
9999.0,p51,pumped-hydro,dum,dum,dum,258.0
9999.0,p52,CoalOldScr,dum,dum,dum,359.0
9999.0,p52,gas-CT,dum,dum,dum,331.40000000000003
9999.0,p52,o-g-s,dum,dum,dum,96.0
9999.0,p53,CoalOldScr,dum,dum,dum,4278.0
9999.0,p53,gas-CC,dum,dum,dum,266.0
9999.0,p53,gas-CT,dum,dum,dum,2902.2010000000014
9999.0,p53,hydro,dum,dum,dum,7.0
9999.0,p53,lfill-gas,dum,dum,dum,9.0
9999.0,p53,o-g-s,dum,dum,dum,396.5
9999.0,p54,CoalOldScr,dum,dum,dum,700.0
9999.0,p54,CoalOldUns,dum,dum,dum,4.8
9999.0,p54,coal-new,dum,dum,dum,1446.0
9999.0,p54,gas-CC,dum,dum,dum,850.5
9999.0,p54,gas-CT,dum,dum,dum,2040.5999999999995
9999.0,p54,lfill-gas,dum,dum,dum,1.6
9999.0,p54,o-g-s,dum,dum,dum,122.69999999999999
9999.0,p55,CoalOldScr,dum,dum,dum,184.0
9999.0,p55,coal-new,dum,dum,dum,275.0
9999.0,p55,gas-CC,dum,dum,dum,495.0
9999.0,p55,gas-CT,dum,dum,dum,779.1
9999.0,p55,hydro,dum,dum,dum,284.5
9999.0,p55,lfill-gas,dum,dum,dum,3.0
9999.0,p55,pumped-hydro,dum,dum,dum,186.0
9999.0,p56,CoalOldScr,dum,dum,dum,528.0
9999.0,p56,gas-CC,dum,dum,dum,162.0
9999.0,p56,gas-CT,dum,dum,dum,359.2
9999.0,p56,hydro,dum,dum,dum,741.5
9999.0,p56,lfill-gas,dum,dum,dum,4.0
9999.0,p57,CoalOldScr,dum,dum,dum,721.0
9999.0,p57,CoalOldUns,dum,dum,dum,1056.0
9999.0,p57,biopower,dum,dum,dum,5.0
9999.0,p57,gas-CC,dum,dum,dum,916.6
9999.0,p57,o-g-s,dum,dum,dum,1225.0
9999.0,p58,CoalOldScr,dum,dum,dum,1425.0
9999.0,p58,CoalOldUns,dum,dum,dum,1632.0
9999.0,p58,biopower,dum,dum,dum,10.9
9999.0,p58,coal-new,dum,dum,dum,628.0
9999.0,p58,gas-CC,dum,dum,dum,8119.2
9999.0,p58,gas-CT,dum,dum,dum,1851.6999999999994
9999.0,p58,hydro,dum,dum,dum,192.0
9999.0,p58,o-g-s,dum,dum,dum,5665.08
9999.0,p58,other,dum,dum,dum,492.79999999999995
9999.0,p59,gas-CC,dum,dum,dum,508.9
9999.0,p59,gas-CT,dum,dum,dum,442.0
9999.0,p59,o-g-s,dum,dum,dum,76.0
9999.0,p6,biopower,dum,dum,dum,84.1
9999.0,p6,gas-CC,dum,dum,dum,490.0
9999.0,p6,gas-CT,dum,dum,dum,100.0
9999.0,p6,hydro,dum,dum,dum,427.3
9999.0,p6,lfill-gas,dum,dum,dum,4.6
9999.0,p60,gas-CC,dum,dum,dum,322.0
9999.0,p60,gas-CT,dum,dum,dum,407.0
9999.0,p61,gas-CT,dum,dum,dum,0.5
9999.0,p61,hydro,dum,dum,dum,58.0
9999.0,p62,gas-CC,dum,dum,dum,1466.0
9999.0,p62,gas-CT,dum,dum,dum,666.6
9999.0,p63,CoalOldScr,dum,dum,dum,4404.0
9999.0,p63,coal-new,dum,dum,dum,2605.0
9999.0,p63,gas-CC,dum,dum,dum,13703.9
9999.0,p63,gas-CT,dum,dum,dum,824.5999999999995
9999.0,p63,hydro,dum,dum,dum,145.3
9999.0,p63,lfill-gas,dum,dum,dum,30.800000000000004
9999.0,p63,o-g-s,dum,dum,dum,5411.0
9999.0,p64,CoalOldScr,dum,dum,dum,1615.0
9999.0,p64,gas-CC,dum,dum,dum,5597.2
9999.0,p64,gas-CT,dum,dum,dum,842.9999999999998
9999.0,p64,hydro,dum,dum,dum,309.3
9999.0,p64,lfill-gas,dum,dum,dum,9.6
9999.0,p64,o-g-s,dum,dum,dum,1443.1
9999.0,p65,CoalOldScr,dum,dum,dum,951.0
9999.0,p65,CoalOldUns,dum,dum,dum,642.6
9999.0,p65,biopower,dum,dum,dum,17.5
9999.0,p65,coal-new,dum,dum,dum,785.0
9999.0,p65,gas-CC,dum,dum,dum,7243.099999999999
9999.0,p65,gas-CT,dum,dum,dum,1532.699999999999
9999.0,p65,hydro,dum,dum,dum,36.5
9999.0,p65,lfill-gas,dum,dum,dum,23.800000000000008
9999.0,p65,o-g-s,dum,dum,dum,2308.0
9999.0,p65,other,dum,dum,dum,38.8
9999.0,p66,biopower,dum,dum,dum,100.0
9999.0,p66,gas-CC,dum,dum,dum,2544.8999999999996
9999.0,p66,gas-CT,dum,dum,dum,1016.8
9999.0,p66,hydro,dum,dum,dum,140.0
9999.0,p66,lfill-gas,dum,dum,dum,1.7
9999.0,p66,o-g-s,dum,dum,dum,3729.2999999999993
9999.0,p66,other,dum,dum,dum,13.9
9999.0,p67,CoalOldScr,dum,dum,dum,610.0
9999.0,p67,CoalOldUns,dum,dum,dum,1889.0
9999.0,p67,gas-CC,dum,dum,dum,7267.400000000001
9999.0,p67,gas-CT,dum,dum,dum,3050.0
9999.0,p67,o-g-s,dum,dum,dum,1198.0
9999.0,p67,other,dum,dum,dum,28.5
9999.0,p68,gas-CC,dum,dum,dum,530.0
9999.0,p68,gas-CT,dum,dum,dum,1144.3
9999.0,p68,hydro,dum,dum,dum,6.6000000000000005
9999.0,p68,lfill-gas,dum,dum,dum,18.0
9999.0,p68,o-g-s,dum,dum,dum,18.0
9999.0,p68,other,dum,dum,dum,5.0
9999.0,p69,CoalOldScr,dum,dum,dum,229.0
9999.0,p69,CoalOldUns,dum,dum,dum,16.1
9999.0,p69,gas-CT,dum,dum,dum,386.39999999999986
9999.0,p69,o-g-s,dum,dum,dum,37.0
9999.0,p7,hydro,dum,dum,dum,231.20000000000002
9999.0,p70,CoalOldScr,dum,dum,dum,1634.0
9999.0,p70,CoalOldUns,dum,dum,dum,397.2
9999.0,p70,coal-new,dum,dum,dum,132.0
9999.0,p70,gas-CC,dum,dum,dum,1194.2
9999.0,p70,gas-CT,dum,dum,dum,1301.8999999999994
9999.0,p70,hydro,dum,dum,dum,143.90000000000003
9999.0,p70,lfill-gas,dum,dum,dum,14.000000000000002
9999.0,p70,o-g-s,dum,dum,dum,240.39999999999998
9999.0,p70,other,dum,dum,dum,1.0
9999.0,p71,gas-CT,dum,dum,dum,64.1
9999.0,p71,hydro,dum,dum,dum,27.0
9999.0,p71,pumped-hydro,dum,dum,dum,31.0
9999.0,p72,CoalOldScr,dum,dum,dum,1212.0
9999.0,p72,CoalOldUns,dum,dum,dum,4690.0
9999.0,p72,biopower,dum,dum,dum,19.0
9999.0,p72,gas-CC,dum,dum,dum,27.8
9999.0,p72,gas-CT,dum,dum,dum,1351.0999999999997
9999.0,p72,hydro,dum,dum,dum,231.2
9999.0,p72,lfill-gas,dum,dum,dum,5.7
9999.0,p72,o-g-s,dum,dum,dum,22.0
9999.0,p73,gas-CT,dum,dum,dum,24.0
9999.0,p73,pumped-hydro,dum,dum,dum,440.0
9999.0,p74,biopower,dum,dum,dum,17.7
9999.0,p74,gas-CT,dum,dum,dum,287.50000000000006
9999.0,p74,hydro,dum,dum,dum,106.20000000000003
9999.0,p75,CoalOldScr,dum,dum,dum,334.0
9999.0,p75,biopower,dum,dum,dum,94.0
9999.0,p75,coal-new,dum,dum,dum,592.0
9999.0,p75,gas-CT,dum,dum,dum,565.4
9999.0,p75,hydro,dum,dum,dum,84.60000000000001
9999.0,p75,lfill-gas,dum,dum,dum,6.3999999999999995
9999.0,p75,o-g-s,dum,dum,dum,80.0
9999.0,p75,other,dum,dum,dum,1.4
9999.0,p76,CoalOldScr,dum,dum,dum,1115.0
9999.0,p76,gas-CC,dum,dum,dum,608.1
9999.0,p76,gas-CT,dum,dum,dum,756.9
9999.0,p76,hydro,dum,dum,dum,94.99999999999999
9999.0,p76,lfill-gas,dum,dum,dum,12.100000000000001
9999.0,p76,o-g-s,dum,dum,dum,0.7
9999.0,p76,other,dum,dum,dum,64.8
9999.0,p77,gas-CT,dum,dum,dum,16.8
9999.0,p77,hydro,dum,dum,dum,28.9
9999.0,p77,other,dum,dum,dum,1.6
9999.0,p78,gas-CC,dum,dum,dum,1397.9
