RetireYear,pca,tech,coolingwatertech,ctt,wst,cap
2068,p28,nuclear,nuclear_r_ww,r,ww,1312.0
2068,p65,nuclear,nuclear_r_ww,r,ww,1280.0
2068,p80,nuclear,nuclear_r_ww,r,ww,2337.0
2069,p65,nuclear,nuclear_r_ww,r,ww,1280.0
2069,p94,nuclear,nuclear_r_ww,r,ww,1152.0
2070,p122,nuclear,nuclear_r_ww,r,ww,1122.1
2070,p130,nuclear,nuclear_r_ww,r,ww,1251.4
2070,p63,nuclear,nuclear_r_ww,r,ww,1205.0
2073,p63,nuclear,nuclear_r_ww,r,ww,1195.0
2076,p92,nuclear,nuclear_r_ww,r,ww,1123.0
2100,p1,biopower,biopower_r_fg,r,fg,29.1
2100,p1,gas-CC,gas-CC_r_ww,r,ww,800.9
2100,p1,gas-CT,gas-CT,n,ww,670.7
2100,p1,hydro,hydro,n,ww,3195.0000000000005
2100,p1,lfill-gas,lfill-gas_r_ww,r,ww,5.399999999999999
2100,p10,CoalOldScr,CoalOldScr_r_ww,r,ww,54.0
2100,p10,CoalOldUns,CoalOldUns_r_ww,r,ww,2.3
2100,p10,biopower,biopower_r_fg,r,fg,100.5
2100,p10,gas-CC,gas-CC_r_ww,r,ww,7865.500000000001
2100,p10,gas-CT,gas-CT,n,ww,3365.7999999999993
2100,p10,hydro,hydro,n,ww,1214.5999999999997
2100,p10,lfill-gas,lfill-gas_r_ww,r,ww,122.6
2100,p10,o-g-s,o-g-s_r_ww,r,ww,961.0
2100,p10,pumped-hydro,pumped-hydro,n,fsa,1623.0
2100,p100,hydro,hydro,n,ww,2.4000000000000004
2100,p100,lfill-gas,lfill-gas_r_ww,r,ww,2.0
2100,p101,CoalOldScr,CoalOldScr_r_ww,r,ww,1554.0
2100,p101,battery_4,battery_4,n,fsu,15.9
2100,p101,biopower,biopower_r_fg,r,fg,82.0
2100,p101,coal-IGCC,coal-IGCC_r_fg,r,fg,220.0
2100,p101,coal-new,CoalOldScr_r_ww,r,ww,818.0
2100,p101,coal-new,coal-new_r_ww,r,ww,2283.0
2100,p101,gas-CC,gas-CC_r_ww,r,ww,15563.699999999999
2100,p101,gas-CT,gas-CT,n,ww,5568.4
2100,p101,hydro,hydro,n,ww,43.5
2100,p101,lfill-gas,lfill-gas_r_ww,r,ww,230.89999999999998
2100,p101,o-g-s,o-g-s_r_ww,r,ww,1527.0
2100,p102,biopower,biopower_r_fg,r,fg,105.0
2100,p102,gas-CC,gas-CC_r_ww,r,ww,6329.0
2100,p102,gas-CT,gas-CT,n,ww,1205.1999999999996
2100,p102,lfill-gas,lfill-gas_r_ww,r,ww,196.09999999999997
2100,p102,o-g-s,o-g-s_r_ww,r,ww,26.0
2100,p103,CoalOldScr,CoalOldScr_r_ww,r,ww,60.0
2100,p103,CoalOldUns,CoalOldUns_r_ww,r,ww,2032.0
2100,p103,biopower,biopower_r_fg,r,fg,123.3
2100,p103,coal-new,coal-new_r_ww,r,ww,1535.0
2100,p103,gas-CC,gas-CC_r_ww,r,ww,3127.5
2100,p103,gas-CT,gas-CT,n,ww,3789.7000000000003
2100,p103,hydro,hydro,n,ww,140.7000000000004
2100,p103,lfill-gas,lfill-gas_r_ww,r,ww,114.49999999999987
2100,p103,o-g-s,o-g-s_r_ww,r,ww,2115.5
2100,p103,pumped-hydro,pumped-hydro,n,fsa,2288.0
2100,p104,gas-CC,gas-CC_r_ww,r,ww,1064.8000000000002
2100,p104,gas-CT,gas-CT,n,ww,78.8
2100,p104,hydro,hydro,n,ww,9.799999999999997
2100,p104,lfill-gas,lfill-gas_r_ww,r,ww,4.6
2100,p105,CoalOldUns,CoalOldUns_r_ww,r,ww,25.8
2100,p105,battery_4,battery_4,n,fsu,2.0
2100,p105,coal-new,CoalOldUns_r_ww,r,ww,2.6
2100,p105,coal-new,coal-new_r_ww,r,ww,995.0
2100,p105,gas-CC,gas-CC_r_ww,r,ww,1062.0
2100,p105,gas-CT,gas-CT,n,ww,1403.1
2100,p105,hydro,hydro,n,ww,15.4
2100,p105,lfill-gas,lfill-gas_r_ww,r,ww,36.8
2100,p105,o-g-s,o-g-s_r_ww,r,ww,29.4
2100,p106,gas-CC,gas-CC_r_ww,r,ww,264.0
2100,p106,gas-CT,gas-CT,n,ww,316.0
2100,p106,lfill-gas,lfill-gas_r_ww,r,ww,5.0
2100,p106,o-g-s,o-g-s_r_ww,r,ww,624.48
2100,p107,CoalOldScr,CoalOldScr_r_ww,r,ww,2168.0
2100,p107,CoalOldUns,CoalOldUns_r_ww,r,ww,1400.0
2100,p107,coal-new,coal-new_r_ww,r,ww,3616.0
2100,p107,gas-CC,gas-CC_r_ww,r,ww,1173.0
2100,p107,gas-CT,gas-CT,n,ww,1246.7999999999997
2100,p107,hydro,hydro,n,ww,45.0
2100,p107,lfill-gas,lfill-gas_r_ww,r,ww,2.2
2100,p108,CoalOldScr,CoalOldScr_r_ww,r,ww,871.0
2100,p108,gas-CT,gas-CT,n,ww,58.0
2100,p109,CoalOldScr,CoalOldScr_r_ww,r,ww,1111.0
2100,p109,biopower,biopower_r_fg,r,fg,3.3
2100,p109,coal-new,CoalOldScr_r_ww,r,ww,536.0
2100,p109,coal-new,coal-new_r_ww,r,ww,3138.0
2100,p109,gas-CT,gas-CT,n,ww,3376.9
2100,p109,hydro,hydro,n,ww,195.6
2100,p109,lfill-gas,lfill-gas_r_ww,r,ww,15.200000000000005
2100,p11,gas-CC,gas-CC_r_ww,r,ww,1212.4
2100,p11,gas-CT,gas-CT,n,ww,547.7
2100,p11,hydro,hydro,n,ww,13.700000000000001
2100,p11,lfill-gas,lfill-gas_r_ww,r,ww,12.8
2100,p110,gas-CT,gas-CT,n,ww,825.0
2100,p110,o-g-s,o-g-s_r_ww,r,ww,260.0
2100,p111,CoalOldUns,CoalOldUns_r_ww,r,ww,662.0
2100,p111,biopower,biopower_r_fg,r,fg,7.2
2100,p111,coal-new,CoalOldScr_r_ww,r,ww,136.0
2100,p111,gas-CC,gas-CC_r_ww,r,ww,23.4
2100,p111,gas-CT,gas-CT,n,ww,1475.9999999999995
2100,p111,lfill-gas,lfill-gas_r_ww,r,ww,33.79999999999999
2100,p112,CoalOldScr,CoalOldScr_r_ww,r,ww,2709.0
2100,p112,CoalOldUns,CoalOldUns_r_ww,r,ww,89.2
2100,p112,battery_4,battery_4,n,fsu,2.0
2100,p112,coal-new,coal-new_r_ww,r,ww,2660.0
2100,p112,gas-CC,gas-CC_r_ww,r,ww,2892.0
2100,p112,gas-CT,gas-CT,n,ww,2543.7000000000035
2100,p112,hydro,hydro,n,ww,99.89999999999998
2100,p113,gas-CT,gas-CT,n,ww,780.8
2100,p114,CoalOldScr,CoalOldScr_r_ww,r,ww,1305.0
2100,p114,coal-new,coal-new_r_ww,r,ww,1020.0
2100,p114,gas-CC,gas-CC_r_ww,r,ww,46.5
2100,p114,gas-CT,gas-CT,n,ww,1280.3000000000002
2100,p114,hydro,hydro,n,ww,2.0
2100,p114,o-g-s,o-g-s_r_ww,r,ww,1.2
2100,p115,coal-new,coal-new_r_ww,r,ww,2265.0
2100,p115,gas-CC,gas-CC_r_ww,r,ww,1415.0
2100,p115,gas-CT,gas-CT,n,ww,878.3
2100,p115,hydro,hydro,n,ww,106.8
2100,p115,lfill-gas,lfill-gas_r_ww,r,ww,4.8
2100,p116,CoalOldScr,CoalOldScr_r_ww,r,ww,2554.0
2100,p116,coal-new,coal-new_r_ww,r,ww,3767.0
2100,p116,gas-CT,gas-CT,n,ww,354.4
2100,p116,hydro,hydro,n,ww,146.3
2100,p117,battery_4,battery_4,n,fsu,2.0
2100,p117,coal-new,coal-new_r_ww,r,ww,3399.0
2100,p117,gas-CT,gas-CT,n,ww,750.0
2100,p117,hydro,hydro,n,ww,150.5
2100,p118,gas-CT,gas-CT,n,ww,257.1
2100,p118,hydro,hydro,n,ww,142.6
2100,p118,o-g-s,o-g-s_r_ww,r,ww,462.5
2100,p12,coal-new,CoalOldScr_r_ww,r,ww,218.0
2100,p12,gas-CC,gas-CC_r_ww,r,ww,657.0
2100,p12,gas-CT,gas-CT,n,ww,243.20000000000007
2100,p12,hydro,hydro,n,ww,12.0
2100,p12,o-g-s,o-g-s_r_ww,r,ww,108.0
2100,p120,gas-CT,gas-CT,n,ww,118.29999999999998
2100,p120,lfill-gas,lfill-gas_r_ww,r,ww,14.400000000000013
2100,p121,coal-new,CoalOldScr_r_ww,r,ww,180.0
2100,p121,hydro,hydro,n,ww,18.0
2100,p122,CoalOldScr,CoalOldScr_r_ww,r,ww,1362.0
2100,p122,coal-new,CoalOldScr_r_ww,r,ww,742.0
2100,p122,coal-new,coal-new_r_ww,r,ww,3317.0
2100,p122,gas-CC,gas-CC_r_ww,r,ww,6626.999999999999
2100,p122,gas-CT,gas-CT,n,ww,2192.999999999999
2100,p122,hydro,hydro,n,ww,654.5
2100,p122,lfill-gas,lfill-gas_r_ww,r,ww,313.5000000000005
2100,p122,o-g-s,o-g-s_r_ww,r,ww,4459.9
2100,p122,pumped-hydro,pumped-hydro,n,fsa,1583.0
2100,p123,CoalOldUns,CoalOldUns_r_ww,r,ww,305.0
2100,p123,coal-new,coal-new_r_ww,r,ww,2478.0
2100,p123,gas-CC,gas-CC_r_ww,r,ww,230.0
2100,p123,gas-CT,gas-CT,n,ww,2222.2999999999997
2100,p123,hydro,hydro,n,ww,572.0
2100,p123,lfill-gas,lfill-gas_r_ww,r,ww,132.40000000000012
2100,p123,o-g-s,o-g-s_r_ww,r,ww,1842.0
2100,p124,gas-CT,gas-CT,n,ww,378.49999999999994
2100,p125,gas-CC,gas-CC_r_ww,r,ww,1195.0
2100,p125,gas-CT,gas-CT,n,ww,381.3
2100,p125,lfill-gas,lfill-gas_r_ww,r,ww,8.0
2100,p125,o-g-s,o-g-s_r_ww,r,ww,710.0
2100,p126,CoalOldScr,CoalOldScr_r_ww,r,ww,463.0
2100,p126,coal-new,CoalOldUns_r_ww,r,ww,11.6
2100,p126,gas-CC,gas-CC_r_ww,r,ww,5749.500000000003
2100,p126,gas-CT,gas-CT,n,ww,2040.1
2100,p126,hydro,hydro,n,ww,12.3
2100,p126,lfill-gas,lfill-gas_r_ww,r,ww,181.70000000000005
2100,p126,pumped-hydro,pumped-hydro,n,fsa,420.0
2100,p127,gas-CC,gas-CC_r_ww,r,ww,6973.300000000001
2100,p127,gas-CT,gas-CT,n,ww,2171.4000000000015
2100,p127,hydro,hydro,n,ww,4549.300000000002
2100,p127,lfill-gas,lfill-gas_r_ww,r,ww,236.30000000000035
2100,p127,o-g-s,o-g-s_r_ww,r,ww,8513.920000000002
2100,p127,pumped-hydro,pumped-hydro,n,fsa,1408.6
2100,p128,gas-CC,gas-CC_r_ww,r,ww,720.3
2100,p128,gas-CT,gas-CT,n,ww,2029.4000000000003
2100,p128,lfill-gas,lfill-gas_r_ww,r,ww,121.7
2100,p128,o-g-s,o-g-s_r_ww,r,ww,2347.0
2100,p129,biopower,biopower_r_fg,r,fg,72.0
2100,p129,gas-CT,gas-CT,n,ww,139.7
2100,p129,hydro,hydro,n,ww,325.59999999999997
2100,p129,lfill-gas,lfill-gas_r_ww,r,ww,1.6
2100,p13,gas-CC,gas-CC_r_ww,r,ww,4099.4
2100,p13,gas-CT,gas-CT,n,ww,1053.0
2100,p13,hydro,hydro,n,ww,1039.4
2100,p130,CoalOldUns,CoalOldUns_r_ww,r,ww,96.0
2100,p130,biopower,biopower_r_fg,r,fg,142.29999999999998
2100,p130,gas-CC,gas-CC_r_ww,r,ww,1258.0
2100,p130,gas-CT,gas-CT,n,ww,87.0
2100,p130,hydro,hydro,n,ww,501.90000000000015
2100,p130,lfill-gas,lfill-gas_r_ww,r,ww,29.6
2100,p130,o-g-s,o-g-s_r_ww,r,ww,400.0
2100,p131,biopower,biopower_r_fg,r,fg,16.0
2100,p131,gas-CC,gas-CC_r_ww,r,ww,5583.8
2100,p131,gas-CT,gas-CT,n,ww,825.8999999999997
2100,p131,hydro,hydro,n,ww,266.3000000000001
2100,p131,lfill-gas,lfill-gas_r_ww,r,ww,258.00000000000006
2100,p131,o-g-s,o-g-s_r_ww,r,ww,1234.6
2100,p131,pumped-hydro,pumped-hydro,n,fsa,1834.0
2100,p132,gas-CC,gas-CC_r_ww,r,ww,1951.3
2100,p132,gas-CT,gas-CT,n,ww,1212.8
2100,p132,hydro,hydro,n,ww,119.39999999999999
2100,p132,lfill-gas,lfill-gas_r_ww,r,ww,162.40000000000003
2100,p132,o-g-s,o-g-s_r_ww,r,ww,1692.8
2100,p132,pumped-hydro,pumped-hydro,n,fsa,29.4
2100,p133,gas-CC,gas-CC_r_ww,r,ww,1730.2000000000003
2100,p133,gas-CT,gas-CT,n,ww,10.200000000000001
2100,p133,hydro,hydro,n,ww,1.6
2100,p133,lfill-gas,lfill-gas_r_ww,r,ww,6.0
2100,p133,o-g-s,o-g-s_r_ww,r,ww,0.5
2100,p134,biopower,biopower_r_fg,r,fg,179.0
2100,p134,gas-CC,gas-CC_r_ww,r,ww,1288.3
2100,p134,gas-CT,gas-CT,n,ww,336.3
2100,p134,hydro,hydro,n,ww,713.0999999999999
2100,p134,lfill-gas,lfill-gas_r_ww,r,ww,38.7
2100,p134,o-g-s,o-g-s_r_ww,r,ww,811.0
2100,p14,biopower,biopower_r_fg,r,fg,28.3
2100,p14,gas-CC,gas-CC_r_ww,r,ww,248.0
2100,p14,gas-CT,gas-CT,n,ww,132.0
2100,p14,hydro,hydro,n,ww,338.50000000000006
2100,p15,biopower,biopower_r_fg,r,fg,5.8
2100,p15,gas-CT,gas-CT,n,ww,420.79999999999995
2100,p15,hydro,hydro,n,ww,1800.8999999999999
2100,p15,lfill-gas,lfill-gas_r_ww,r,ww,3.0
2100,p16,hydro,hydro,n,ww,617.6000000000001
2100,p17,gas-CT,gas-CT,n,ww,54.0
2100,p17,hydro,hydro,n,ww,1855.3000000000002
2100,p18,coal-new,CoalOldScr_r_ww,r,ww,107.0
2100,p18,hydro,hydro,n,ww,635.5000000000001
2100,p2,biopower,biopower_r_fg,r,fg,17.4
2100,p2,gas-CC,gas-CC_r_ww,r,ww,1834.7
2100,p2,hydro,hydro,n,ww,3505.4999999999995
2100,p2,lfill-gas,lfill-gas_r_ww,r,ww,10.5
2100,p20,CoalOldScr,CoalOldScr_r_ww,r,ww,1518.0
2100,p20,coal-new,CoalOldScr_r_ww,r,ww,52.0
2100,p21,CoalOldScr,CoalOldScr_r_ww,r,ww,2111.0
2100,p21,battery_4,battery_4,n,fsu,11.5
2100,p21,gas-CT,gas-CT,n,ww,8.3
2100,p21,hydro,hydro,n,ww,64.69999999999999
2100,p22,gas-CT,gas-CT,n,ww,15.0
2100,p23,CoalOldScr,CoalOldScr_r_ww,r,ww,332.0
2100,p23,coal-new,CoalOldScr_r_ww,r,ww,355.0
2100,p23,gas-CT,gas-CT,n,ww,98.0
2100,p24,CoalOldScr,CoalOldScr_r_ww,r,ww,1710.0
2100,p24,hydro,hydro,n,ww,240.79999999999993
2100,p25,CoalOldScr,CoalOldScr_r_ww,r,ww,1871.0
2100,p25,coal-new,coal-new_r_ww,r,ww,450.0
2100,p25,gas-CC,gas-CC_r_ww,r,ww,1201.0
2100,p25,gas-CT,gas-CT,n,ww,542.7
2100,p25,hydro,hydro,n,ww,74.29999999999998
2100,p25,lfill-gas,lfill-gas_r_ww,r,ww,9.799999999999999
2100,p25,o-g-s,o-g-s_r_ww,r,ww,237.0
2100,p26,CoalOldScr,CoalOldScr_r_ww,r,ww,458.0
2100,p26,gas-CT,gas-CT,n,ww,9.9
2100,p26,hydro,hydro,n,ww,183.7
2100,p27,gas-CC,gas-CC_r_ww,r,ww,1120.0
2100,p27,gas-CT,gas-CT,n,ww,90.0
2100,p27,hydro,hydro,n,ww,1294.5
2100,p28,CoalOldScr,CoalOldScr_r_ww,r,ww,291.0
2100,p28,biopower,biopower_r_fg,r,fg,22.2
2100,p28,coal-new,coal-new_r_ww,r,ww,271.0
2100,p28,gas-CC,gas-CC_r_ww,r,ww,8737.1
2100,p28,gas-CT,gas-CT,n,ww,1567.5
2100,p28,hydro,hydro,n,ww,1423.4
2100,p28,o-g-s,o-g-s_r_ww,r,ww,729.0
2100,p28,pumped-hydro,pumped-hydro,n,fsa,216.3
2100,p29,CoalOldScr,CoalOldScr_r_ww,r,ww,793.0
2100,p29,coal-new,CoalOldScr_r_ww,r,ww,832.0
2100,p3,biopower,biopower_r_fg,r,fg,50.0
2100,p3,gas-CT,gas-CT,n,ww,76.79999999999998
2100,p3,hydro,hydro,n,ww,2200.4
2100,p3,lfill-gas,lfill-gas_r_ww,r,ww,22.8
2100,p30,gas-CC,gas-CC_r_ww,r,ww,8.3
2100,p30,gas-CT,gas-CT,n,ww,278.3
2100,p30,o-g-s,o-g-s_r_ww,r,ww,260.0
2100,p31,CoalOldScr,CoalOldScr_r_ww,r,ww,1540.0
2100,p31,gas-CC,gas-CC_r_ww,r,ww,852.6
2100,p31,gas-CT,gas-CT,n,ww,518.5
2100,p31,hydro,hydro,n,ww,79.7
2100,p31,lfill-gas,lfill-gas_r_ww,r,ww,3.2
2100,p31,o-g-s,o-g-s_r_ww,r,ww,296.0
2100,p32,gas-CT,gas-CT,n,ww,112.0
2100,p32,hydro,hydro,n,ww,4.0
2100,p33,CoalOldScr,CoalOldScr_r_ww,r,ww,1138.0
2100,p33,coal-new,CoalOldScr_r_ww,r,ww,441.0
2100,p33,gas-CC,gas-CC_r_ww,r,ww,2025.6
2100,p33,gas-CT,gas-CT,n,ww,2097.8
2100,p33,hydro,hydro,n,ww,292.8
2100,p33,lfill-gas,lfill-gas_r_ww,r,ww,3.2
2100,p33,o-g-s,o-g-s_r_ww,r,ww,350.0
2100,p33,pumped-hydro,pumped-hydro,n,fsa,599.1
2100,p34,coal-new,CoalOldScr_r_ww,r,ww,750.0
2100,p34,gas-CC,gas-CC_r_ww,r,ww,460.0
2100,p34,gas-CT,gas-CT,n,ww,602.7
2100,p34,hydro,hydro,n,ww,356.40000000000003
2100,p34,o-g-s,o-g-s_r_ww,r,ww,55.0
2100,p35,gas-CT,gas-CT,n,ww,189.3
2100,p35,hydro,hydro,n,ww,198.0
2100,p36,CoalOldScr,CoalOldScr_r_ww,r,ww,1776.0
2100,p36,hydro,hydro,n,ww,510.0
2100,p37,gas-CT,gas-CT,n,ww,53.199999999999996
2100,p38,gas-CT,gas-CT,n,ww,759.5
2100,p38,hydro,hydro,n,ww,1594.0
2100,p39,gas-CT,gas-CT,n,ww,12.7
2100,p39,hydro,hydro,n,ww,38.0
2100,p4,hydro,hydro,n,ww,11051.0
2100,p4,pumped-hydro,pumped-hydro,n,fsa,314.0
2100,p40,CoalOldUns,CoalOldUns_r_ww,r,ww,1442.0
2100,p40,coal-new,CoalOldScr_r_ww,r,ww,60.0
2100,p40,gas-CC,gas-CC_r_ww,r,ww,220.0
2100,p40,gas-CT,gas-CT,n,ww,311.39999999999986
2100,p40,hydro,hydro,n,ww,238.7
2100,p40,o-g-s,o-g-s_r_ww,r,ww,140.0
2100,p41,CoalOldUns,CoalOldUns_r_ww,r,ww,1245.5
2100,p41,coal-new,CoalOldScr_r_ww,r,ww,691.0
2100,p41,gas-CC,gas-CC_r_ww,r,ww,118.19999999999999
2100,p41,gas-CT,gas-CT,n,ww,1276.5000000000002
2100,p41,lfill-gas,lfill-gas_r_ww,r,ww,6.3999999999999995
2100,p41,o-g-s,o-g-s_r_ww,r,ww,242.0
2100,p42,gas-CT,gas-CT,n,ww,63.099999999999994
2100,p42,hydro,hydro,n,ww,14.7
2100,p43,CoalOldUns,CoalOldUns_r_ww,r,ww,127.79999999999998
2100,p43,biopower,biopower_r_fg,r,fg,166.3
2100,p43,coal-new,CoalOldUns_r_ww,r,ww,7.6
2100,p43,coal-new,coal-new_r_ww,r,ww,364.0
2100,p43,gas-CC,gas-CC_r_ww,r,ww,1829.0
2100,p43,gas-CT,gas-CT,n,ww,1945.1999999999998
2100,p43,hydro,hydro,n,ww,169.80000000000007
2100,p43,lfill-gas,lfill-gas_r_ww,r,ww,68.69999999999997
2100,p43,o-g-s,o-g-s_r_ww,r,ww,100.8
2100,p44,gas-CT,gas-CT,n,ww,57.50000000000001
2100,p44,hydro,hydro,n,ww,1.1
2100,p45,coal-new,CoalOldScr_r_ww,r,ww,1522.0
2100,p45,gas-CC,gas-CC_r_ww,r,ww,518.8
2100,p45,gas-CT,gas-CT,n,ww,452.9
2100,p45,lfill-gas,lfill-gas_r_ww,r,ww,4.0
2100,p45,o-g-s,o-g-s_r_ww,r,ww,38.0
2100,p46,CoalOldUns,CoalOldUns_r_ww,r,ww,390.0
2100,p46,biopower,biopower_r_fg,r,fg,57.099999999999994
2100,p46,gas-CT,gas-CT,n,ww,383.8000000000002
2100,p46,hydro,hydro,n,ww,169.30000000000004
2100,p46,lfill-gas,lfill-gas_r_ww,r,ww,4.0
2100,p47,gas-CC,gas-CC_r_ww,r,ww,585.0
2100,p47,gas-CT,gas-CT,n,ww,280.0
2100,p47,o-g-s,o-g-s_r_ww,r,ww,295.0
2100,p48,CoalOldUns,CoalOldUns_r_ww,r,ww,1018.0
2100,p48,gas-CC,gas-CC_r_ww,r,ww,538.0
2100,p48,gas-CT,gas-CT,n,ww,601.1
2100,p48,o-g-s,o-g-s_r_ww,r,ww,477.0
2100,p5,biopower,biopower_r_fg,r,fg,17.5
2100,p5,gas-CC,gas-CC_r_ww,r,ww,2470.9
2100,p5,gas-CT,gas-CT,n,ww,33.8
2100,p5,hydro,hydro,n,ww,7703.899999999999
2100,p5,lfill-gas,lfill-gas_r_ww,r,ww,36.20000000000001
2100,p50,CoalOldScr,CoalOldScr_r_ww,r,ww,320.0
2100,p50,CoalOldUns,CoalOldUns_r_ww,r,ww,440.0
2100,p50,gas-CC,gas-CC_r_ww,r,ww,3586.7000000000003
2100,p50,gas-CT,gas-CT,n,ww,1008.9999999999999
2100,p50,hydro,hydro,n,ww,472.9
2100,p50,o-g-s,o-g-s_r_ww,r,ww,2983.8
2100,p51,CoalOldScr,CoalOldScr_r_ww,r,ww,492.0
2100,p51,CoalOldUns,CoalOldUns_r_ww,r,ww,1494.0
2100,p51,gas-CC,gas-CC_r_ww,r,ww,2765.3999999999996
2100,p51,gas-CT,gas-CT,n,ww,179.9
2100,p51,hydro,hydro,n,ww,460.19999999999993
2100,p51,lfill-gas,lfill-gas_r_ww,r,ww,15.600000000000001
2100,p51,o-g-s,o-g-s_r_ww,r,ww,1676.0
2100,p51,pumped-hydro,pumped-hydro,n,fsa,258.0
2100,p52,CoalOldScr,CoalOldScr_r_ww,r,ww,359.0
2100,p52,gas-CT,gas-CT,n,ww,190.10000000000002
2100,p52,o-g-s,o-g-s_r_ww,r,ww,93.0
2100,p53,coal-new,coal-new_r_ww,r,ww,2189.0
2100,p53,gas-CC,gas-CC_r_ww,r,ww,149.0
2100,p53,gas-CT,gas-CT,n,ww,2770.9000000000005
2100,p53,hydro,hydro,n,ww,2.4
2100,p53,lfill-gas,lfill-gas_r_ww,r,ww,7.1
2100,p53,o-g-s,o-g-s_r_ww,r,ww,552.5
2100,p54,coal-new,CoalOldScr_r_ww,r,ww,564.0
2100,p54,coal-new,coal-new_r_ww,r,ww,1582.0
2100,p54,gas-CC,gas-CC_r_ww,r,ww,846.9
2100,p54,gas-CT,gas-CT,n,ww,2060.6000000000004
2100,p54,o-g-s,o-g-s_r_ww,r,ww,127.49999999999999
2100,p55,CoalOldUns,CoalOldUns_r_ww,r,ww,184.0
2100,p55,gas-CC,gas-CC_r_ww,r,ww,495.0
2100,p55,gas-CT,gas-CT,n,ww,778.1
2100,p55,hydro,hydro,n,ww,284.5
2100,p55,lfill-gas,lfill-gas_r_ww,r,ww,3.0
2100,p55,pumped-hydro,pumped-hydro,n,fsa,186.0
2100,p56,gas-CC,gas-CC_r_ww,r,ww,162.0
2100,p56,gas-CT,gas-CT,n,ww,334.0
2100,p56,hydro,hydro,n,ww,741.5
2100,p56,lfill-gas,lfill-gas_r_ww,r,ww,4.0
2100,p57,CoalOldUns,CoalOldUns_r_ww,r,ww,1056.0
2100,p57,biopower,biopower_r_fg,r,fg,5.0
2100,p57,gas-CC,gas-CC_r_ww,r,ww,931.6
2100,p57,o-g-s,o-g-s_r_ww,r,ww,1225.0
2100,p58,CoalOldScr,CoalOldScr_r_ww,r,ww,204.0
2100,p58,CoalOldUns,CoalOldUns_r_ww,r,ww,2191.0
2100,p58,battery_4,battery_4,n,fsu,4.3
2100,p58,biopower,biopower_r_fg,r,fg,10.9
2100,p58,coal-new,CoalOldScr_r_ww,r,ww,626.0
2100,p58,gas-CC,gas-CC_r_ww,r,ww,5446.699999999999
2100,p58,gas-CT,gas-CT,n,ww,1823.0
2100,p58,hydro,hydro,n,ww,192.0
2100,p58,o-g-s,o-g-s_r_ww,r,ww,5283.28
2100,p59,gas-CC,gas-CC_r_ww,r,ww,367.0
2100,p59,gas-CT,gas-CT,n,ww,64.0
2100,p59,o-g-s,o-g-s_r_ww,r,ww,97.0
2100,p6,biopower,biopower_r_fg,r,fg,90.39999999999999
2100,p6,gas-CC,gas-CC_r_ww,r,ww,490.0
2100,p6,gas-CT,gas-CT,n,ww,100.0
2100,p6,hydro,hydro,n,ww,426.2
2100,p6,lfill-gas,lfill-gas_r_ww,r,ww,3.0
2100,p60,gas-CC,gas-CC_r_ww,r,ww,312.0
2100,p60,gas-CT,gas-CT,n,ww,402.0
2100,p61,battery_4,battery_4,n,fsu,4.0
2100,p61,gas-CT,gas-CT,n,ww,6.9
2100,p61,hydro,hydro,n,ww,58.0
2100,p62,gas-CC,gas-CC_r_ww,r,ww,1515.1999999999998
2100,p62,gas-CT,gas-CT,n,ww,321.0
2100,p63,CoalOldScr,CoalOldScr_r_ww,r,ww,4404.0
2100,p63,coal-new,coal-new_r_ww,r,ww,1710.0
2100,p63,gas-CC,gas-CC_r_ww,r,ww,9914.1
2100,p63,gas-CT,gas-CT,n,ww,599.5999999999999
2100,p63,hydro,hydro,n,ww,144.0
2100,p63,lfill-gas,lfill-gas_r_ww,r,ww,17.0
2100,p63,o-g-s,o-g-s_r_ww,r,ww,5171.5
2100,p64,CoalOldScr,CoalOldScr_r_ww,r,ww,435.0
2100,p64,gas-CC,gas-CC_r_ww,r,ww,5014.8
2100,p64,gas-CT,gas-CT,n,ww,794.2999999999997
2100,p64,hydro,hydro,n,ww,309.3
2100,p64,lfill-gas,lfill-gas_r_ww,r,ww,9.6
2100,p64,o-g-s,o-g-s_r_ww,r,ww,1123.2
2100,p65,CoalOldScr,CoalOldScr_r_ww,r,ww,951.0
2100,p65,CoalOldUns,CoalOldUns_r_ww,r,ww,1495.6
2100,p65,biopower,biopower_r_fg,r,fg,17.5
2100,p65,coal-new,coal-new_r_ww,r,ww,785.0
2100,p65,gas-CC,gas-CC_r_ww,r,ww,5777.3
2100,p65,gas-CT,gas-CT,n,ww,945.6999999999995
2100,p65,hydro,hydro,n,ww,36.5
2100,p65,lfill-gas,lfill-gas_r_ww,r,ww,18.0
2100,p65,o-g-s,o-g-s_r_ww,r,ww,1989.0
2100,p66,gas-CC,gas-CC_r_ww,r,ww,2954.000000000001
2100,p66,gas-CT,gas-CT,n,ww,1055.8999999999999
2100,p66,hydro,hydro,n,ww,140.0
2100,p66,lfill-gas,lfill-gas_r_ww,r,ww,3.4
2100,p66,o-g-s,o-g-s_r_ww,r,ww,3524.499999999999
2100,p67,CoalOldScr,CoalOldScr_r_ww,r,ww,610.0
2100,p67,CoalOldUns,CoalOldUns_r_ww,r,ww,1889.0
2100,p67,gas-CC,gas-CC_r_ww,r,ww,6862.8
2100,p67,gas-CT,gas-CT,n,ww,1980.0
2100,p67,o-g-s,o-g-s_r_ww,r,ww,1198.0
