Nuke60RetireYear,pca,tech,coolingwatertech,cap
2016,p10,hydro,none,5.9
2016,p10,lfill-gas,none,30.4
2016,p101,gas-CC,none,29.0
2016,p102,gas-CT,none,70.0
2016,p102,o-g-s,none,396.0
2016,p103,CoalOldUns,none,863.0
2016,p103,gas-CT,none,183.79999999999998
2016,p103,hydro,none,9.400000000000004
2016,p105,CoalOldUns,none,469.0
2016,p111,gas-CT,none,3.0
2016,p112,CoalOldUns,none,6.7
2016,p112,gas-CT,none,24.4
2016,p122,CoalOldUns,none,1237.0
2016,p122,gas-CT,none,2.0
2016,p123,gas-CT,none,3.5
2016,p126,lfill-gas,none,3.6
2016,p127,hydro,none,2.0
2016,p127,o-g-s,none,2.16
2016,p128,gas-CT,none,28.0
2016,p130,hydro,none,4.2
2016,p131,hydro,none,20.6
2016,p131,o-g-s,none,26.0
2016,p132,gas-CT,none,17.2
2016,p133,gas-CT,none,1.2
2016,p134,hydro,none,0.5
2016,p16,hydro,none,9.3
2016,p17,hydro,none,13.0
2016,p18,hydro,none,20.0
2016,p34,CoalOldUns,none,77.0
2016,p34,gas-CT,none,3.8
2016,p37,gas-CT,none,2.1
2016,p39,gas-CT,none,0.1
2016,p40,gas-CT,none,7.6
2016,p40,o-g-s,none,38.5
2016,p43,gas-CT,none,3.2
2016,p45,gas-CT,none,0.9
2016,p46,gas-CT,none,2.6
2016,p5,hydro,none,0.3
2016,p51,gas-CT,none,2.5
2016,p52,gas-CT,none,1.8
2016,p53,CoalOldUns,none,251.0
2016,p53,gas-CT,none,14.3
2016,p54,gas-CT,none,3.7
2016,p56,CoalOldUns,none,528.0
2016,p58,o-g-s,none,130.0
2016,p63,gas-CT,none,14.0
2016,p63,o-g-s,none,61.0
2016,p64,gas-CC,none,5.0
2016,p64,lfill-gas,none,3.6
2016,p66,o-g-s,none,8.9
2016,p68,gas-CT,none,2.1
2016,p70,gas-CT,none,64.3
2016,p71,gas-CT,none,1.3
2016,p72,gas-CT,none,16.6
2016,p75,hydro,none,2.4
2016,p76,gas-CT,none,1.2
2016,p76,hydro,none,1.0
2016,p76,lfill-gas,none,0.9
2016,p79,CoalOldUns,none,398.0
2016,p81,gas-CT,none,2.8
2016,p82,CoalOldUns,none,768.0
2016,p9,gas-CT,none,36.0
2016,p9,hydro,none,11.0
2016,p92,CoalOldUns,none,976.0
2016,p92,hydro,none,15.9
2016,p94,hydro,none,3.8
2016,p95,hydro,none,50.0
2016,p98,gas-CT,none,0.6
2017,p10,gas-CT,none,40.0
2017,p10,hydro,none,19.5
2017,p10,lfill-gas,none,2.7
2017,p10,o-g-s,none,2.3
2017,p101,biopower,none,17.8
2017,p102,o-g-s,none,22.0
2017,p103,CoalOldUns,none,171.5
2017,p103,gas-CT,none,61.800000000000004
2017,p105,CoalOldUns,none,7.0
2017,p105,o-g-s,none,3.5
2017,p106,gas-CT,none,3.0
2017,p107,gas-CT,none,9.0
2017,p111,gas-CT,none,16.0
2017,p113,gas-CT,none,10.0
2017,p116,gas-CT,none,11.0
2017,p117,hydro,none,3.8
2017,p12,gas-CT,none,200.0
2017,p120,gas-CT,none,4.2
2017,p122,gas-CT,none,248.0
2017,p123,gas-CT,none,46.9
2017,p125,gas-CT,none,16.1
2017,p126,gas-CT,none,2.2
2017,p127,gas-CT,none,30.2
2017,p128,gas-CT,none,32.6
2017,p129,hydro,none,13.600000000000001
2017,p130,CoalOldUns,none,48.0
2017,p130,hydro,none,0.8
2017,p131,hydro,none,20.6
2017,p131,lfill-gas,none,0.8
2017,p132,gas-CT,none,57.099999999999994
2017,p134,biopower,none,22.8
2017,p134,hydro,none,18.6
2017,p15,gas-CT,none,5.4
2017,p15,hydro,none,1.1
2017,p16,hydro,none,2.7
2017,p17,hydro,none,13.0
2017,p18,hydro,none,3.5
2017,p21,gas-CT,none,2.7
2017,p33,hydro,none,2.1
2017,p33,o-g-s,none,20.0
2017,p34,CoalOldUns,none,339.0
2017,p34,gas-CT,none,2.5
2017,p40,gas-CT,none,0.8
2017,p40,o-g-s,none,72.8
2017,p41,gas-CT,none,3.1
2017,p43,CoalOldUns,none,15.2
2017,p43,gas-CT,none,15.299999999999999
2017,p43,hydro,none,2.9000000000000004
2017,p44,gas-CT,none,3.5
2017,p45,lfill-gas,none,0.8
2017,p46,hydro,none,25.4
2017,p46,lfill-gas,none,3.4000000000000004
2017,p47,gas-CT,none,10.0
2017,p48,gas-CC,none,18.0
2017,p5,hydro,none,0.5
2017,p51,gas-CT,none,8.3
2017,p52,gas-CT,none,7.8
2017,p53,gas-CT,none,19.4
2017,p54,gas-CT,none,2.2
2017,p54,o-g-s,none,47.0
2017,p55,o-g-s,none,83.0
2017,p58,gas-CT,none,1.8
2017,p58,o-g-s,none,25.0
2017,p63,gas-CT,none,4.300000000000001
2017,p63,lfill-gas,none,1.6
2017,p63,o-g-s,none,75.0
2017,p65,o-g-s,none,69.0
2017,p67,gas-CT,none,43.3
2017,p67,o-g-s,none,866.0
2017,p68,gas-CT,none,1.9000000000000001
2017,p69,gas-CT,none,10.9
2017,p70,gas-CT,none,34.5
2017,p74,hydro,none,1.0
2017,p75,CoalOldUns,none,334.0
2017,p75,gas-CT,none,5.0
2017,p75,hydro,none,0.4
2017,p80,gas-CT,none,7.1
2017,p80,lfill-gas,none,8.8
2017,p81,gas-CT,none,14.399999999999999
2017,p83,gas-CT,none,9.0
2017,p85,lfill-gas,none,0.8
2017,p86,gas-CC,none,59.2
2017,p87,gas-CT,none,46.0
2017,p87,o-g-s,none,29.0
2017,p9,gas-CC,none,26.0
2017,p9,gas-CT,none,30.0
2017,p9,hydro,none,19.9
2017,p93,CoalOldUns,none,268.0
2017,p94,hydro,none,3.8
2017,p97,gas-CT,none,0.2
2017,p97,hydro,none,90.0
2017,p97,lfill-gas,none,3.3
2017,p99,gas-CT,none,15.0
2018,p10,gas-CC,none,54.5
2018,p10,gas-CT,none,130.0
2018,p10,lfill-gas,none,13.3
2018,p10,o-g-s,none,710.0
2018,p101,gas-CC,none,251.0
2018,p101,gas-CT,none,127.4
2018,p102,gas-CC,none,884.0
2018,p102,o-g-s,none,1652.0
2018,p103,gas-CT,none,167.39999999999998
2018,p103,hydro,none,9.299999999999999
2018,p105,CoalOldScr,none,480.0
2018,p105,gas-CT,none,64.0
2018,p107,gas-CT,none,75.5
2018,p107,lfill-gas,none,3.4
2018,p109,gas-CT,none,35.0
2018,p11,gas-CC,none,116.6
2018,p11,gas-CT,none,9.600000000000001
2018,p111,gas-CT,none,58.6
2018,p112,gas-CT,none,37.99999999999999
2018,p113,gas-CT,none,36.99999999999999
2018,p115,gas-CT,none,11.2
2018,p121,lfill-gas,none,2.0
2018,p122,CoalOldScr,none,52.0
2018,p122,biopower,none,25.0
2018,p122,gas-CT,none,25.4
2018,p123,CoalOldUns,none,385.0
2018,p123,gas-CT,none,63.60000000000001
2018,p125,gas-CT,none,18.0
2018,p126,gas-CT,none,4.1
2018,p127,gas-CT,none,126.90000000000002
2018,p127,hydro,none,46.9
2018,p127,o-g-s,none,27.0
2018,p128,gas-CT,none,2.0
2018,p130,gas-CT,none,34.3
2018,p130,hydro,none,3.1
2018,p131,gas-CC,none,54.2
2018,p131,gas-CT,none,16.6
2018,p131,hydro,none,3.6
2018,p132,gas-CT,none,23.300000000000004
2018,p132,lfill-gas,none,1.8
2018,p134,hydro,none,17.8
2018,p134,o-g-s,none,94.3
2018,p16,hydro,none,1.4
2018,p18,hydro,none,48.0
2018,p34,gas-CT,none,2.0
2018,p34,hydro,none,0.8
2018,p36,gas-CT,none,2.0
2018,p40,gas-CT,none,24.700000000000003
2018,p41,gas-CT,none,1.4
2018,p42,gas-CT,none,9.6
2018,p43,biopower,none,55.0
2018,p43,gas-CT,none,28.900000000000002
2018,p43,lfill-gas,none,8.4
2018,p43,o-g-s,none,8.0
2018,p45,gas-CT,none,6.9
2018,p46,gas-CT,none,52.9
2018,p52,gas-CT,none,14.600000000000001
2018,p53,CoalOldUns,none,72.0
2018,p53,gas-CT,none,21.7
2018,p53,o-g-s,none,705.0
2018,p54,o-g-s,none,46.0
2018,p55,o-g-s,none,335.0
2018,p57,CoalOldScr,none,795.0
2018,p57,CoalOldUns,none,1070.0
2018,p57,o-g-s,none,73.0
2018,p58,CoalOldUns,none,580.0
2018,p58,gas-CC,none,57.0
2018,p58,gas-CT,none,11.0
2018,p58,o-g-s,none,662.0
2018,p63,CoalOldScr,none,600.0
2018,p63,CoalOldUns,none,1208.0
2018,p63,coal-new,none,600.0
2018,p63,o-g-s,none,66.0
2018,p67,lfill-gas,none,11.899999999999999
2018,p68,gas-CT,none,1.8
2018,p69,gas-CT,none,18.4
2018,p70,gas-CT,none,39.7
2018,p70,o-g-s,none,149.0
2018,p71,gas-CT,none,17.6
2018,p73,gas-CT,none,1.0
2018,p74,hydro,none,0.9
2018,p75,CoalOldUns,none,210.0
2018,p75,gas-CT,none,0.5
2018,p75,hydro,none,4.3
2018,p79,coal-new,none,1188.0
2018,p79,gas-CT,none,2.0
2018,p79,o-g-s,none,120.0
2018,p8,hydro,none,28.0
2018,p80,gas-CT,none,315.8
2018,p80,lfill-gas,none,18.8
2018,p81,gas-CC,none,105.0
2018,p81,gas-CT,none,7.2
2018,p87,gas-CT,none,50.900000000000006
2018,p87,o-g-s,none,808.5
2018,p9,biopower,none,50.9
2018,p9,lfill-gas,none,2.6
2018,p92,CoalOldUns,none,741.0
2018,p95,hydro,none,16.8
2018,p96,gas-CT,none,58.0
2018,p96,hydro,none,26.999999999999996
2018,p98,lfill-gas,none,1.1
2018,p99,gas-CT,none,73.5
2019,p1,gas-CT,none,2.5
2019,p10,gas-CT,none,118.5
2019,p10,hydro,none,1.8
2019,p10,lfill-gas,none,5.1
2019,p101,biopower,none,47.0
2019,p101,hydro,none,11.0
2019,p103,CoalOldUns,none,151.0
2019,p103,gas-CC,none,19.3
2019,p103,gas-CT,none,95.0
2019,p103,hydro,none,0.4
2019,p103,lfill-gas,none,64.39999999999999
2019,p104,hydro,none,1.2
2019,p107,gas-CT,none,65.0
2019,p108,coal-new,none,312.0
2019,p108,o-g-s,none,65.0
2019,p109,coal-new,none,272.0
2019,p109,gas-CT,none,28.0
2019,p11,lfill-gas,none,6.2
2019,p111,CoalOldUns,none,47.0
2019,p112,CoalOldScr,none,750.0
2019,p112,gas-CT,none,3.0
2019,p112,lfill-gas,none,4.800000000000001
2019,p113,gas-CT,none,58.3
2019,p114,gas-CT,none,74.80000000000001
2019,p115,CoalOldScr,none,2510.0
2019,p116,CoalOldScr,none,50.0
2019,p116,hydro,none,1.0
2019,p122,CoalOldScr,none,155.0
2019,p122,gas-CC,none,29.1
2019,p122,gas-CT,none,189.0
2019,p122,lfill-gas,none,4.7
2019,p123,gas-CT,none,41.199999999999996
2019,p123,o-g-s,none,97.0
2019,p126,gas-CC,none,193.0
2019,p126,lfill-gas,none,10.0
2019,p126,o-g-s,none,150.0
2019,p127,biopower,none,19.0
2019,p127,coal-new,none,305.0
2019,p127,gas-CT,none,372.40000000000003
2019,p127,hydro,none,28.599999999999998
2019,p127,lfill-gas,none,4.800000000000001
2019,p127,o-g-s,none,37.0
2019,p129,hydro,none,3.4
2019,p130,gas-CT,none,30.8
2019,p131,gas-CT,none,77.99999999999999
2019,p131,hydro,none,0.7
2019,p132,gas-CT,none,73.4
2019,p132,hydro,none,24.899999999999995
2019,p134,biopower,none,69.0
2019,p134,gas-CT,none,2.0
2019,p134,hydro,none,1.7
2019,p25,CoalOldUns,none,75.0
2019,p28,coal-new,none,1500.0
2019,p28,o-g-s,none,220.0
2019,p3,hydro,none,22.5
2019,p30,o-g-s,none,162.0
2019,p34,CoalOldScr,none,100.0
2019,p38,gas-CT,none,6.3
2019,p40,gas-CT,none,3.4000000000000004
2019,p40,hydro,none,0.1
2019,p41,gas-CT,none,5.0
2019,p43,gas-CT,none,62.9
2019,p43,hydro,none,1.8
2019,p43,lfill-gas,none,30.5
2019,p44,gas-CT,none,15.4
2019,p45,gas-CT,none,10.2
2019,p46,biopower,none,18.7
2019,p48,gas-CC,none,18.0
2019,p5,hydro,none,21.9
2019,p50,CoalOldUns,none,1025.0
2019,p50,gas-CT,none,56.6
2019,p52,gas-CT,none,4.1
2019,p53,gas-CT,none,15.6
2019,p53,o-g-s,none,173.0
2019,p54,gas-CT,none,35.50000000000001
2019,p58,gas-CT,none,3.6
2019,p58,o-g-s,none,23.5
2019,p64,CoalOldScr,none,470.0
2019,p64,gas-CC,none,6.0
2019,p65,gas-CC,none,20.0
2019,p65,gas-CT,none,2.0
2019,p66,lfill-gas,none,1.7
2019,p67,lfill-gas,none,5.1
2019,p67,o-g-s,none,292.0
2019,p69,gas-CT,none,33.1
2019,p70,gas-CT,none,2.3
2019,p71,gas-CT,none,1.4
2019,p72,biopower,none,19.0
2019,p74,CoalOldScr,none,41.0
2019,p74,CoalOldUns,none,19.5
2019,p74,hydro,none,1.6
2019,p75,gas-CT,none,26.9
2019,p75,hydro,none,3.3
2019,p76,gas-CT,none,15.8
2019,p76,lfill-gas,none,0.9
2019,p78,lfill-gas,none,4.0
2019,p79,gas-CT,none,2.7
2019,p79,o-g-s,none,120.0
2019,p81,CoalOldUns,none,284.0
2019,p81,coal-new,none,1305.0
2019,p81,gas-CT,none,2.7
2019,p84,gas-CT,none,11.900000000000002
2019,p87,gas-CT,none,10.3
2019,p87,o-g-s,none,202.0
2019,p89,coal-new,none,1034.0
2019,p9,gas-CC,none,50.0
2019,p9,lfill-gas,none,2.9
2019,p90,biopower,none,56.0
2019,p90,gas-CC,none,22.0
2019,p90,hydro,none,0.2
2019,p94,CoalOldUns,none,142.0
2019,p94,coal-new,none,840.0
2019,p94,lfill-gas,none,1.6
2019,p96,gas-CT,none,54.0
2019,p96,hydro,none,85.0
2019,p97,hydro,none,51.0
2019,p98,CoalOldScr,none,116.0
2019,p99,CoalOldScr,none,138.0
2019,p99,biopower,none,84.0
2019,p99,coal-new,none,92.4
2019,p99,gas-CC,none,267.0
2019,p99,gas-CT,none,39.2
2019,p99,lfill-gas,none,3.2
2019,p99,o-g-s,none,549.4
2020,p10,gas-CC,none,690.0
2020,p10,hydro,none,8.0
2020,p101,gas-CT,none,5.0
2020,p102,coal-new,none,330.0
2020,p102,gas-CT,none,72.19999999999999
2020,p103,CoalOldScr,none,70.0
2020,p103,CoalOldUns,none,190.0
2020,p103,gas-CT,none,73.4
2020,p105,gas-CT,none,31.0
2020,p107,CoalOldUns,none,35.0
2020,p108,CoalOldScr,none,400.0
2020,p108,coal-new,none,971.0
2020,p109,gas-CT,none,24.0
2020,p111,gas-CT,none,32.0
2020,p112,coal-new,none,1500.0
2020,p112,gas-CT,none,12.5
2020,p113,gas-CT,none,43.0
2020,p114,o-g-s,none,1.9
2020,p118,hydro,none,0.6000000000000001
2020,p122,CoalOldScr,none,42.0
2020,p122,coal-new,none,110.0
2020,p122,gas-CT,none,178.2
2020,p122,lfill-gas,none,70.3
2020,p123,gas-CT,none,310.5
2020,p126,lfill-gas,none,7.0
2020,p127,CoalOldScr,none,686.0
2020,p127,gas-CT,none,65.5
2020,p127,hydro,none,14.100000000000001
2020,p127,nuclear,none,1012.1
2020,p128,gas-CT,none,140.39999999999998
2020,p129,hydro,none,2.0
2020,p130,gas-CT,none,17.0
2020,p130,hydro,none,12.7
2020,p131,gas-CT,none,111.6
2020,p131,hydro,none,2.9
2020,p132,gas-CT,none,148.4
2020,p134,gas-CT,none,32.0
2020,p134,hydro,none,4.4
2020,p15,hydro,none,6.4
2020,p16,hydro,none,9.3
2020,p20,CoalOldScr,none,614.0
2020,p25,gas-CT,none,1.7999999999999998
2020,p26,hydro,none,0.6
2020,p28,coal-new,none,380.0
2020,p31,CoalOldScr,none,247.0
2020,p34,gas-CT,none,4.0
2020,p38,gas-CT,none,2.6
2020,p40,gas-CT,none,4.2
2020,p41,gas-CT,none,1.6
2020,p43,CoalOldUns,none,55.8
2020,p43,gas-CT,none,2.7
2020,p43,hydro,none,1.7
2020,p43,o-g-s,none,2.6
2020,p44,gas-CT,none,2.7
2020,p45,gas-CT,none,21.1
2020,p46,gas-CT,none,1.7
2020,p50,gas-CT,none,63.0
2020,p52,gas-CT,none,13.9
2020,p53,gas-CT,none,8.8
2020,p53,hydro,none,0.3
2020,p53,o-g-s,none,19.5
2020,p54,gas-CT,none,5.2
2020,p54,o-g-s,none,92.0
2020,p55,gas-CT,none,4.0
2020,p55,o-g-s,none,153.0
2020,p57,o-g-s,none,106.0
2020,p58,o-g-s,none,26.0
2020,p60,CoalOldScr,none,650.0
2020,p66,gas-CC,none,87.2
2020,p70,gas-CT,none,72.10000000000001
2020,p70,nuclear,none,601.4
2020,p72,o-g-s,none,19.0
2020,p75,hydro,none,0.4
2020,p76,hydro,none,4.6
2020,p77,gas-CT,none,1.1
2020,p77,hydro,none,4.4
2020,p81,gas-CT,none,69.4
2020,p82,gas-CT,none,14.0
2020,p87,gas-CT,none,33.0
2020,p87,o-g-s,none,59.0
2020,p89,gas-CT,none,16.0
2020,p9,gas-CT,none,9.0
2020,p9,hydro,none,25.2
2020,p90,CoalOldScr,none,318.0
2020,p90,coal-new,none,238.0
2020,p90,hydro,none,5.0
2020,p94,gas-CT,none,14.0
2020,p94,hydro,none,12.2
2020,p96,gas-CT,none,412.0
2020,p97,hydro,none,6.4
2020,p98,gas-CT,none,62.0
2020,p99,gas-CT,none,28.0
2021,p1,hydro,none,15.0
2021,p10,hydro,none,53.7
2021,p10,o-g-s,none,1516.0
2021,p103,gas-CT,none,95.3
2021,p105,CoalOldUns,none,10.6
2021,p105,gas-CT,none,3.8
2021,p105,hydro,none,0.8
2021,p107,coal-new,none,222.0
2021,p111,gas-CT,none,40.0
2021,p112,CoalOldUns,none,6.7
2021,p112,gas-CT,none,15.1
2021,p114,gas-CT,none,68.0
2021,p114,o-g-s,none,1.8
2021,p122,gas-CT,none,247.0
2021,p123,gas-CT,none,13.0
2021,p125,o-g-s,none,103.0
2021,p126,gas-CT,none,44.199999999999996
2021,p127,gas-CT,none,551.0
2021,p127,hydro,none,10.9
2021,p127,nuclear,none,1039.4
2021,p128,gas-CT,none,263.8
2021,p129,gas-CT,none,19.7
2021,p129,hydro,none,10.9
2021,p130,hydro,none,2.3
2021,p131,gas-CT,none,55.9
2021,p131,hydro,none,0.7
2021,p131,o-g-s,none,5.0
2021,p132,CoalOldUns,none,383.0
2021,p134,hydro,none,21.1
2021,p14,hydro,none,0.4
2021,p15,hydro,none,12.8
2021,p25,hydro,none,1.0
2021,p28,gas-CT,none,95.0
2021,p35,CoalOldScr,none,53.0
2021,p40,gas-CT,none,1.1
2021,p40,hydro,none,1.0
2021,p41,gas-CT,none,3.6
2021,p43,CoalOldUns,none,138.0
2021,p45,gas-CT,none,1.9
2021,p46,hydro,none,0.1
2021,p48,gas-CT,none,16.0
2021,p5,hydro,none,1.1
2021,p51,gas-CC,none,146.0
2021,p52,gas-CT,none,10.600000000000001
2021,p53,gas-CT,none,19.400000000000002
2021,p53,o-g-s,none,26.0
2021,p55,gas-CT,none,4.0
2021,p58,gas-CC,none,93.9
2021,p58,gas-CT,none,1.5
2021,p68,gas-CT,none,2.0
2021,p69,gas-CT,none,1.8
2021,p70,gas-CC,none,20.0
2021,p70,gas-CT,none,9.2
2021,p75,gas-CT,none,38.4
2021,p75,hydro,none,4.6
2021,p76,hydro,none,2.6
2021,p81,gas-CT,none,17.9
2021,p82,coal-new,none,138.0
2021,p83,gas-CT,none,4.4
2021,p84,gas-CT,none,5.6
2021,p87,gas-CT,none,64.0
2021,p9,gas-CT,none,54.0
2021,p9,hydro,none,122.1
2021,p91,gas-CT,none,32.0
2021,p92,gas-CT,none,241.59999999999994
2021,p94,gas-CT,none,64.0
2021,p94,hydro,none,5.2
2021,p95,hydro,none,18.0
2021,p96,gas-CT,none,38.0
2021,p96,hydro,none,2.5
2021,p97,gas-CT,none,52.0
2021,p98,gas-CT,none,62.0
2021,p99,CoalOldScr,none,104.0
2021,p99,gas-CT,none,95.0
2021,p99,o-g-s,none,786.0
2022,p10,hydro,none,6.1
2022,p101,coal-new,none,385.0
2022,p101,gas-CT,none,175.0
2022,p101,o-g-s,none,1624.0
2022,p102,gas-CT,none,9.0
2022,p103,CoalOldUns,none,1857.0
2022,p103,gas-CT,none,21.3
2022,p103,hydro,none,2.6999999999999997
2022,p104,nuclear,none,783.5
2022,p105,gas-CT,none,10.0
2022,p111,gas-CT,none,25.0
2022,p113,gas-CT,none,20.0
2022,p115,gas-CT,none,15.0
2022,p116,CoalOldScr,none,1288.0
2022,p12,o-g-s,none,113.0
2022,p122,gas-CT,none,135.0
2022,p123,gas-CT,none,155.0
2022,p124,gas-CT,none,31.0
2022,p126,gas-CT,none,174.4
2022,p127,gas-CT,none,352.50000000000006
2022,p127,hydro,none,16.5
2022,p128,gas-CT,none,104.5
2022,p129,gas-CT,none,35.0
2022,p129,hydro,none,4.5
2022,p130,CoalOldUns,none,48.0
2022,p130,hydro,none,10.6
2022,p131,gas-CT,none,7.7
2022,p131,hydro,none,1.5
2022,p131,o-g-s,none,571.0
2022,p132,gas-CT,none,15.3
2022,p21,hydro,none,3.0
2022,p25,hydro,none,5.4
2022,p28,gas-CT,none,183.5
2022,p3,hydro,none,10.2
2022,p30,gas-CT,none,123.0
2022,p31,o-g-s,none,91.0
2022,p33,gas-CT,none,88.0
2022,p34,coal-new,none,325.0
2022,p35,gas-CT,none,23.6
2022,p36,CoalOldScr,none,75.0
2022,p36,CoalOldUns,none,30.0
2022,p37,CoalOldScr,none,1141.0
2022,p40,gas-CT,none,20.599999999999998
2022,p41,gas-CT,none,146.6
2022,p43,CoalOldScr,none,682.0
2022,p43,coal-new,none,155.0
2022,p43,gas-CT,none,293.8
2022,p43,hydro,none,2.3
2022,p45,gas-CT,none,0.6
2022,p46,gas-CT,none,3.0
2022,p46,hydro,none,2.2
2022,p50,gas-CT,none,4.0
2022,p52,gas-CT,none,2.7
2022,p53,gas-CT,none,17.2
2022,p53,hydro,none,1.2999999999999998
2022,p53,o-g-s,none,37.0
2022,p54,gas-CT,none,164.6
2022,p58,gas-CC,none,80.0
2022,p59,o-g-s,none,74.0
2022,p67,o-g-s,none,35.0
2022,p68,gas-CT,none,1.1
2022,p69,gas-CT,none,7.199999999999999
2022,p70,CoalOldUns,none,214.0
2022,p70,gas-CT,none,44.1
2022,p71,gas-CT,none,1.9
2022,p72,CoalOldUns,none,594.0
2022,p72,gas-CT,none,15.0
2022,p72,o-g-s,none,239.0
2022,p74,hydro,none,1.6
2022,p75,gas-CT,none,0.9
2022,p75,hydro,none,3.8000000000000003
2022,p77,coal-new,none,290.0
2022,p77,hydro,none,4.4
2022,p82,CoalOldUns,none,555.0
2022,p89,gas-CT,none,363.19999999999993
2022,p9,hydro,none,74.2
2022,p92,gas-CT,none,185.6
2022,p94,CoalOldUns,none,10.0
2022,p94,gas-CT,none,560.001
2022,p96,gas-CT,none,67.0
2022,p97,hydro,none,9.0
2023,p10,gas-CT,none,40.1
2023,p10,hydro,none,12.0
2023,p100,hydro,none,1.3
2023,p101,gas-CT,none,187.0
2023,p101,o-g-s,none,75.0
2023,p103,gas-CT,none,10.0
2023,p103,hydro,none,10.799999999999999
2023,p103,o-g-s,none,17.0
2023,p104,hydro,none,0.7
2023,p105,CoalOldScr,none,722.0
2023,p105,hydro,none,4.0
2023,p105,o-g-s,none,3.5
2023,p106,gas-CT,none,37.0
2023,p107,CoalOldScr,none,983.0
2023,p111,gas-CT,none,114.0
2023,p118,gas-CT,none,80.0
2023,p122,gas-CT,none,98.0
2023,p123,gas-CT,none,203.2
2023,p125,gas-CT,none,50.0
2023,p126,gas-CT,none,128.6
2023,p127,gas-CT,none,413.79999999999995
2023,p127,hydro,none,55.00000000000001
2023,p128,gas-CT,none,16.8
2023,p129,hydro,none,1.0
2023,p13,gas-CT,none,55.0
2023,p130,hydro,none,1.2
2023,p134,hydro,none,5.4
2023,p16,hydro,none,33.0
2023,p28,gas-CT,none,308.0
2023,p33,gas-CT,none,57.0
2023,p34,gas-CT,none,13.0
2023,p40,gas-CT,none,97.60000000000001
2023,p41,CoalOldUns,none,15.5
2023,p41,gas-CT,none,172.9
2023,p43,gas-CT,none,8.3
2023,p43,hydro,none,5.7
2023,p45,gas-CT,none,2.0
2023,p46,gas-CT,none,238.0
2023,p46,hydro,none,7.1000000000000005
2023,p52,gas-CT,none,1.3
2023,p52,o-g-s,none,96.0
2023,p53,gas-CT,none,54.4
2023,p56,gas-CC,none,61.0
2023,p63,o-g-s,none,61.0
2023,p65,biopower,none,14.0
2023,p65,gas-CC,none,125.0
2023,p68,gas-CT,none,3.7
2023,p68,hydro,none,0.2
2023,p69,gas-CT,none,16.0
2023,p69,o-g-s,none,37.0
2023,p70,CoalOldUns,none,58.1
2023,p70,gas-CT,none,37.4
2023,p72,gas-CT,none,13.0
2023,p74,gas-CT,none,17.4
2023,p74,hydro,none,0.9
2023,p75,gas-CT,none,73.9
2023,p75,hydro,none,1.3
2023,p76,gas-CT,none,2.2
2023,p81,gas-CT,none,29.8
2023,p82,gas-CT,none,18.0
2023,p84,gas-CT,none,6.3
2023,p9,gas-CT,none,40.0
2023,p9,hydro,none,126.8
2023,p94,gas-CT,none,149.0
2023,p94,hydro,none,26.0
2023,p95,hydro,none,42.0
2023,p96,gas-CT,none,19.0
2023,p97,hydro,none,62.0
2023,p99,coal-new,none,670.0
2024,p1,hydro,none,64.0
2024,p10,gas-CT,none,20.7
2024,p10,hydro,none,11.3
2024,p101,CoalOldScr,none,342.0
2024,p101,gas-CT,none,383.0
2024,p103,gas-CT,none,24.5
2024,p103,hydro,none,2.7
2024,p109,gas-CT,none,6.0
2024,p114,o-g-s,none,51.0
2024,p122,gas-CT,none,392.0
2024,p122,hydro,none,36.8
2024,p123,gas-CT,none,22.0
2024,p126,gas-CT,none,64.9
2024,p127,gas-CT,none,1.4
2024,p127,hydro,none,88.29999999999997
2024,p128,gas-CT,none,273.4
2024,p129,hydro,none,42.3
2024,p130,hydro,none,6.9
2024,p131,hydro,none,2.7
2024,p134,hydro,none,8.8
2024,p16,hydro,none,15.2
2024,p28,gas-CT,none,197.0
2024,p3,hydro,none,22.1
2024,p33,o-g-s,none,10.0
2024,p38,gas-CT,none,5.0
2024,p39,gas-CT,none,3.6
2024,p40,gas-CT,none,2.4000000000000004
2024,p41,gas-CT,none,5.8
2024,p41,o-g-s,none,241.6
2024,p43,gas-CT,none,158.7
2024,p43,hydro,none,31.1
2024,p44,gas-CT,none,6.0
2024,p46,gas-CT,none,61.0
2024,p46,hydro,none,5.4
2024,p48,gas-CT,none,16.0
2024,p5,hydro,none,23.0
2024,p52,gas-CT,none,2.4
2024,p53,gas-CT,none,298.101
2024,p54,gas-CT,none,92.70000000000002
2024,p55,gas-CT,none,18.1
2024,p59,o-g-s,none,102.0
2024,p6,biopower,none,26.6
2024,p6,hydro,none,3.0
2024,p65,gas-CC,none,15.0
2024,p68,gas-CT,none,2.2
2024,p70,gas-CT,none,152.9
2024,p70,hydro,none,1.2
2024,p72,gas-CT,none,109.0
2024,p74,hydro,none,8.299999999999999
2024,p75,hydro,none,8.2
2024,p81,gas-CT,none,171.20000000000002
2024,p82,CoalOldScr,none,188.0
2024,p83,gas-CT,none,7.1
2024,p9,hydro,none,49.89999999999999
2024,p91,coal-new,none,75.0
2024,p92,coal-new,none,870.0
2024,p92,hydro,none,19.5
2024,p94,hydro,none,26.0
2024,p96,gas-CT,none,19.0
2024,p97,coal-new,none,582.0
2024,p97,hydro,none,30.2
2025,p10,hydro,none,3.0
2025,p101,gas-CC,none,270.0
2025,p101,gas-CT,none,206.0
2025,p102,gas-CT,none,8.0
2025,p103,hydro,none,4.6
2025,p105,hydro,none,6.0
